,EMP,EMPSZES,GEO_ID,PAYANN,ESTAB,YEAR,zip code
40985,3774,1,8610000US27510,138216,405,2017,27510
40987,24304,1,8610000US27511,1243720,1501,2017,27511
40999,240,1,8610000US27512,11086,25,2017,27512
41002,28540,1,8610000US27513,2495784,1317,2017,27513
41011,24636,1,8610000US27514,1154018,965,2017,27514
41018,218,1,8610000US27515,8060,33,2017,27515
41022,4642,1,8610000US27516,184446,720,2017,27516
41029,7588,1,8610000US27517,434160,696,2017,27517
41036,15386,1,8610000US27518,1009961,911,2017,27518
41044,5387,1,8610000US27519,187556,814,2017,27519
41050,10972,1,8610000US27520,480858,790,2017,27520
41058,711,1,8610000US27521,17430,85,2017,27521
41064,3399,1,8610000US27522,147398,271,2017,27522
41069,2493,1,8610000US27523,93624,222,2017,27523
41076,1230,1,8610000US27524,41836,172,2017,27524
41081,1789,1,8610000US27525,114324,151,2017,27525
41087,10862,1,8610000US27526,361173,939,2017,27526
41093,2546,1,8610000US27527,137610,246,2017,27527
41099,19724,1,8610000US27529,717148,1301,2017,27529
41100,58,1,8610000US27528,2877,16,2017,27528
41111,12110,1,8610000US27530,444433,787,2017,27530
41118,158,1,8610000US27531,6280,21,2017,27531
41122,475,1,8610000US27532,14928,25,2017,27532
41127,494,1,8610000US27533,13142,45,2017,27533
41132,13459,1,8610000US27534,431735,775,2017,27534
41138,9659,1,8610000US27536,319865,572,2017,27536
41149,3684,1,8610000US27537,137973,247,2017,27537
41156,4273,1,8610000US27539,186037,385,2017,27539
41164,6895,1,8610000US27540,277183,698,2017,27540
41170,214,1,8610000US27541,6422,49,2017,27541
41174,1736,1,8610000US27542,46666,125,2017,27542
41181,400,1,8610000US27544,12684,36,2017,27544
41186,6250,1,8610000US27545,219347,471,2017,27545
41192,3592,1,8610000US27546,113498,271,2017,27546
41200,3783,1,8610000US27549,97337,424,2017,27549
41206,77,1,8610000US27551,2698,13,2017,27551
41209,216,1,8610000US27553,9243,10,2017,27553
41211,35,1,8610000US27555,517,11,2017,27555
41214,30,1,8610000US27556,525,9,2017,27556
41217,619,1,8610000US27557,20004,81,2017,27557
41222,1219,1,8610000US27559,61021,58,2017,27559
41229,44796,1,8610000US27560,3631576,1407,2017,27560
41239,1464,1,8610000US27562,113641,81,2017,27562
41244,329,1,8610000US27563,9119,49,2017,27563
41248,8459,1,8610000US27565,301848,458,2017,27565
41255,258,1,8610000US27568,6097,28,2017,27568
41260,686,1,8610000US27569,15869,97,2017,27569
41265,7,1,8610000US27570,158,4,2017,27570
41267,987,1,8610000US27571,26696,134,2017,27571
41274,5881,1,8610000US27573,194165,461,2017,27573
41282,313,1,8610000US27572,11011,71,2017,27572
41283,726,1,8610000US27574,29598,97,2017,27574
41288,3406,1,8610000US27576,122220,252,2017,27576
41294,11532,1,8610000US27577,366289,786,2017,27577
41302,91,1,8610000US27581,3505,24,2017,27581
41305,27,1,8610000US27582,479,9,2017,27582
41308,819,1,8610000US27583,30386,68,2017,27583
41312,16434,1,8610000US27587,642753,1498,2017,27587
41318,1081,1,8610000US27589,28440,124,2017,27589
41319,264,1,8610000US27588,7550,16,2017,27588
41328,2561,1,8610000US27591,104985,321,2017,27591
41335,781,1,8610000US27592,26737,171,2017,27592
41339,58,1,8610000US27593,2798,9,2017,27593
41342,16,1,8610000US27594,596,5,2017,27594
41344,4073,1,8610000US27596,221005,371,2017,27596
41352,5510,1,8610000US27597,251624,419,2017,27597
41359,895,1,8610000US27599,23161,26,2017,27599
41362,16557,1,8610000US27601,1420191,804,2017,27601
41371,210,1,8610000US27602,17061,30,2017,27602
41375,20505,1,8610000US27603,886205,1586,2017,27603
41383,21240,1,8610000US27604,1053565,1329,2017,27604
41391,7226,1,8610000US27605,273309,467,2017,27605
41399,13342,1,8610000US27606,831766,912,2017,27606
41407,31657,1,8610000US27607,1869785,1085,2017,27607
41417,3995,1,8610000US27608,177155,414,2017,27608
41423,30767,1,8610000US27609,1709378,1935,2017,27609
41431,20845,1,8610000US27610,1047059,915,2017,27610
41439,878,1,8610000US27611,66265,41,2017,27611
41443,28082,1,8610000US27612,1452821,1532,2017,27612
41452,7440,1,8610000US27613,270695,891,2017,27613
41459,6925,1,8610000US27614,262094,772,2017,27614
41466,24924,1,8610000US27615,1271743,1878,2017,27615
41475,17686,1,8610000US27616,754864,1066,2017,27616
41484,17129,1,8610000US27617,936566,855,2017,27617
41491,226,1,8610000US27619,5596,20,2017,27619
41494,55,1,8610000US27620,2076,5,2017,27620
41496,615,1,8610000US27622,34025,16,2017,27622
41499,1770,1,8610000US27623,55065,36,2017,27623
41505,966,1,8610000US27624,12693,33,2017,27624
41510,83,1,8610000US27627,7636,11,2017,27627
41513,81,1,8610000US27628,4422,6,2017,27628
41515,52,1,8610000US27629,1722,9,2017,27629
41517,169,1,8610000US27636,10045,7,2017,27636
41519,95,1,8610000US27650,3788,4,2017,27650
41520,33,1,8610000US27658,870,5,2017,27658
41525,104,1,8610000US27675,4166,15,2017,27675
41528,103,1,8610000US27695,2088,14,2017,27695
41530,18,1,8610000US27699,407,4,2017,27699
41532,15868,1,8610000US27701,770169,1025,2017,27701
41540,453,1,8610000US27702,8679,24,2017,27702
41544,25878,1,8610000US27703,1809298,1085,2017,27703
41552,12044,1,8610000US27704,520752,694,2017,27704
41560,20669,1,8610000US27705,990002,1156,2017,27705
41569,40,1,8610000US27706,757,3,2017,27706
41570,20248,1,8610000US27707,890561,1193,2017,27707
41583,29118,1,8610000US27709,3394732,341,2017,27709
41596,229,1,8610000US27711,14791,12,2017,27711
41598,5741,1,8610000US27712,372592,236,2017,27712
41605,24445,1,8610000US27713,1277632,1422,2017,27713
41613,108,1,8610000US27717,1668,8,2017,27717
41615,5710,1,8610000US27801,196542,238,2017,27801
41626,1164,1,8610000US27802,50223,47,2017,27802
41632,2774,1,8610000US27803,91021,261,2017,27803
41637,20993,1,8610000US27804,806412,1093,2017,27804
41646,416,1,8610000US27805,18553,47,2017,27805
41650,1109,1,8610000US27806,85733,43,2017,27806
41655,556,1,8610000US27807,14419,63,2017,27807
41660,1801,1,8610000US27809,76595,81,2017,27809
41666,779,1,8610000US27810,20639,103,2017,27810
41671,69,1,8610000US27811,881,5,2017,27811
41672,284,1,8610000US27812,8092,50,2017,27812
41676,65,1,8610000US27813,1964,7,2017,27813
41678,27,1,8610000US27814,839,9,2017,27814
41680,42,1,8610000US27816,1267,14,2017,27816
41683,599,1,8610000US27817,20456,90,2017,27817
41688,31,1,8610000US27818,481,10,2017,27818
41691,204,1,8610000US27820,8908,30,2017,27820
41694,792,1,8610000US27822,26872,105,2017,27822
41700,135,1,8610000US27808,3459,47,2017,27808
41703,554,1,8610000US27823,16193,79,2017,27823
41708,168,1,8610000US27824,4547,27,2017,27824
41711,42,1,8610000US27827,1581,7,2017,27827
41712,69,1,8610000US27826,3432,15,2017,27826
41717,2654,1,8610000US27828,95707,177,2017,27828
41723,71,1,8610000US27829,2863,19,2017,27829
41727,421,1,8610000US27830,11497,67,2017,27830
41732,1433,1,8610000US27831,42591,26,2017,27831
41738,629,1,8610000US27832,20007,34,2017,27832
41743,81,1,8610000US27833,1299,9,2017,27833
41745,30415,1,8610000US27834,1355244,1257,2017,27834
41754,2085,1,8610000US27835,132295,61,2017,27835
41760,73,1,8610000US27836,2894,14,2017,27836
41763,202,1,8610000US27837,5933,49,2017,27837
41768,996,1,8610000US27839,32804,40,2017,27839
41773,213,1,8610000US27840,8424,7,2017,27840
41775,34,1,8610000US27842,857,18,2017,27842
41777,34,1,8610000US27843,719,8,2017,27843
41779,140,1,8610000US27844,2756,16,2017,27844
41781,217,1,8610000US27845,7231,41,2017,27845
41786,300,1,8610000US27846,9186,42,2017,27846
41790,92,1,8610000US27847,2347,7,2017,27847
41792,2329,1,8610000US27849,65089,22,2017,27849
41795,652,1,8610000US27850,17390,124,2017,27850
41800,169,1,8610000US27851,4678,34,2017,27851
41803,96,1,8610000US27852,3414,30,2017,27852
41806,31,1,8610000US27853,1681,5,2017,27853
41807,1064,1,8610000US27855,32090,93,2017,27855
41814,3513,1,8610000US27856,105495,248,2017,27856
41820,33,1,8610000US27857,584,10,2017,27857
41823,15275,1,8610000US27858,443039,1279,2017,27858
41831,433,1,8610000US27860,17097,49,2017,27860
41836,21,1,8610000US27862,465,10,2017,27862
41838,688,1,8610000US27863,18067,92,2017,27863
41843,778,1,8610000US27864,23903,54,2017,27864
41849,228,1,8610000US27865,7574,33,2017,27865
41852,371,1,8610000US27869,8276,44,2017,27869
41853,336,1,8610000US27866,19156,7,2017,27866
41854,37,1,8610000US27867,555,4,2017,27867
41855,61,1,8610000US27868,1563,13,2017,27868
41862,9044,1,8610000US27870,318992,571,2017,27870
41869,382,1,8610000US27871,7763,48,2017,27871
41874,21,1,8610000US27872,391,5,2017,27872
41876,28,1,8610000US27873,1016,7,2017,27873
41878,1475,1,8610000US27874,41006,84,2017,27874
41883,200,1,8610000US27876,9633,17,2017,27876
41887,202,1,8610000US27878,5473,28,2017,27878
41891,279,1,8610000US27880,10409,42,2017,27880
41892,73,1,8610000US27879,4172,12,2017,27879
41900,886,1,8610000US27882,36768,98,2017,27882
41905,204,1,8610000US27883,7119,28,2017,27883
41908,6738,1,8610000US27886,215493,359,2017,27886
41909,45,1,8610000US27884,1034,17,2017,27884
41911,196,1,8610000US27885,4573,20,2017,27885
41919,129,1,8610000US27888,4159,16,2017,27888
41922,9414,1,8610000US27889,301268,745,2017,27889
41933,993,1,8610000US27890,31168,64,2017,27890
41939,2111,1,8610000US27891,108495,44,2017,27891
41943,3757,1,8610000US27892,104996,321,2017,27892
41949,21977,1,8610000US27893,946473,985,2017,27893
41958,1910,1,8610000US27894,111526,51,2017,27894
41963,456,1,8610000US27895,17469,26,2017,27895
41967,5390,1,8610000US27896,149352,470,2017,27896
41974,213,1,8610000US27906,9177,28,2017,27906
41975,35,1,8610000US27897,651,11,2017,27897
41980,44,1,8610000US27907,1591,8,2017,27907
41983,10838,1,8610000US27909,387877,881,2017,27909
41990,4722,1,8610000US27910,145708,315,2017,27910
41998,547,1,8610000US27915,20013,63,2017,27915
42003,8,1,8610000US27916,296,5,2017,27916
42005,269,1,8610000US27917,7451,23,2017,27917
42007,43,1,8610000US27919,1121,13,2017,27919
42009,345,1,8610000US27920,12997,96,2017,27920
42015,371,1,8610000US27921,9621,72,2017,27921
42019,872,1,8610000US27922,61784,27,2017,27922
42025,136,1,8610000US27923,3380,24,2017,27923
42028,153,1,8610000US27924,4018,29,2017,27924
42030,493,1,8610000US27925,14640,73,2017,27925
42034,53,1,8610000US27926,833,13,2017,27926
42037,875,1,8610000US27927,38945,163,2017,27927
42042,105,1,8610000US27928,2841,28,2017,27928
42045,144,1,8610000US27929,2453,27,2017,27929
42049,3389,1,8610000US27932,115402,323,2017,27932
42057,54,1,8610000US27935,1041,14,2017,27935
42059,151,1,8610000US27936,4589,40,2017,27936
42061,415,1,8610000US27937,18144,16,2017,27937
42064,497,1,8610000US27938,15328,45,2017,27938
42069,417,1,8610000US27939,9269,52,2017,27939
42073,218,1,8610000US27941,8934,35,2017,27941
42077,13,1,8610000US27942,264,4,2017,27942
42079,260,1,8610000US27943,7122,61,2017,27943
42080,1249,1,8610000US27944,42320,187,2017,27944
42089,122,1,8610000US27946,5032,12,2017,27946
42091,177,1,8610000US27947,5432,28,2017,27947
42094,3370,1,8610000US27948,103601,430,2017,27948
42101,4216,1,8610000US27949,159658,533,2017,27949
42108,55,1,8610000US27950,943,10,2017,27950
42110,114,1,8610000US27953,3741,14,2017,27953
42112,1458,1,8610000US27954,47703,222,2017,27954
42117,26,1,8610000US27956,384,6,2017,27956
42119,284,1,8610000US27957,14121,24,2017,27957
42123,1449,1,8610000US27958,54008,151,2017,27958
42128,3115,1,8610000US27959,110064,348,2017,27959
42135,309,1,8610000US27960,13460,90,2017,27960
42139,2543,1,8610000US27962,104046,170,2017,27962
42145,298,1,8610000US27964,9982,47,2017,27964
42148,27,1,8610000US27965,1086,12,2017,27965
42150,443,1,8610000US27966,15914,69,2017,27966
42155,24,1,8610000US27967,328,6,2017,27967
42157,185,1,8610000US27970,6247,23,2017,27970
42158,118,1,8610000US27968,3709,25,2017,27968
42163,50,1,8610000US27974,1813,14,2017,27974
42164,119,1,8610000US27972,5619,11,2017,27972
42166,64,1,8610000US27973,2257,15,2017,27973
42171,106,1,8610000US27976,3873,26,2017,27976
42176,154,1,8610000US27979,5520,33,2017,27979
42180,70,1,8610000US27980,1983,20,2017,27980
42183,597,1,8610000US27981,26095,61,2017,27981
42187,1752,1,8610000US27983,47791,169,2017,27983
42194,64,1,8610000US27982,3440,17,2017,27982
42196,25,1,8610000US27985,850,7,2017,27985
42198,588,1,8610000US27986,26561,27,2017,27986
42200,8634,1,8610000US28001,271211,714,2017,28001
42208,435,1,8610000US28002,13618,22,2017,28002
42211,89,1,8610000US28006,3418,16,2017,28006
42216,84,1,8610000US28009,3499,12,2017,28009
42219,159,1,8610000US28010,5977,4,2017,28010
42220,6816,1,8610000US28012,237534,551,2017,28012
42228,1896,1,8610000US28016,72759,156,2017,28016
42235,1862,1,8610000US28017,45227,43,2017,28017
42240,573,1,8610000US28018,13770,56,2017,28018
42245,19,1,8610000US28019,329,6,2017,28019
42247,71,1,8610000US28020,1498,21,2017,28020
42249,2524,1,8610000US28021,74741,211,2017,28021
42255,1905,1,8610000US28023,63548,218,2017,28023
42262,385,1,8610000US28024,17627,16,2017,28024
42265,17297,1,8610000US28025,775377,1229,2017,28025
42273,442,1,8610000US28026,10500,27,2017,28026
42277,31877,1,8610000US28027,1140367,1698,2017,28027
42286,10785,1,8610000US28031,464625,1167,2017,28031
42290,605,1,8610000US28032,14752,47,2017,28032
42299,334,1,8610000US28033,13345,19,2017,28033
42301,2470,1,8610000US28034,81472,250,2017,28034
42306,35,1,8610000US28035,661,9,2017,28035
42308,8642,1,8610000US28036,611880,470,2017,28036
42316,6777,1,8610000US28037,237514,744,2017,28037
42323,13,1,8610000US28038,197,3,2017,28038
42325,318,1,8610000US28040,8193,58,2017,28040
42330,64,1,8610000US28041,1921,14,2017,28041
42333,178,1,8610000US28042,5051,23,2017,28042
42337,7489,1,8610000US28043,232015,498,2017,28043
42344,13319,1,8610000US28052,515463,732,2017,28052
42354,396,1,8610000US28053,13209,32,2017,28053
42360,20483,1,8610000US28054,799233,1061,2017,28054
42367,104,1,8610000US28055,2202,5,2017,28055
42368,5757,1,8610000US28056,175821,542,2017,28056
42376,312,1,8610000US28070,11142,29,2017,28070
42379,514,1,8610000US28071,24132,32,2017,28071
42384,253,1,8610000US28072,8459,34,2017,28072
42390,629,1,8610000US28073,34165,53,2017,28073
42394,5126,1,8610000US28075,174270,421,2017,28075
42401,91,1,8610000US28076,1947,8,2017,28076
42403,10,1,8610000US28077,296,6,2017,28077
42405,26131,1,8610000US28078,1190509,1597,2017,28078
42414,9938,1,8610000US28079,352840,868,2017,28079
42422,843,1,8610000US28080,40679,69,2017,28080
42427,3041,1,8610000US28081,115866,331,2017,28081
42433,165,1,8610000US28082,5435,16,2017,28082
42437,5226,1,8610000US28083,146041,437,2017,28083
42443,9627,1,8610000US28086,400674,475,2017,28086
42451,802,1,8610000US28088,28524,49,2017,28088
42456,113,1,8610000US28089,1388,5,2017,28089
42458,369,1,8610000US28090,7971,79,2017,28090
42463,444,1,8610000US28091,14595,24,2017,28091
42466,10517,1,8610000US28092,395523,736,2017,28092
42474,189,1,8610000US28093,5008,24,2017,28093
42478,1630,1,8610000US28097,50132,163,2017,28097
42484,818,1,8610000US28098,27397,77,2017,28098
42492,1275,1,8610000US28101,53910,17,2017,28101
42495,3184,1,8610000US28103,110986,198,2017,28103
42500,6030,1,8610000US28104,241481,731,2017,28104
42507,21688,1,8610000US28105,951557,1443,2017,28105
42515,592,1,8610000US28106,28639,35,2017,28106
42520,1625,1,8610000US28107,65059,175,2017,28107
42526,163,1,8610000US28108,4665,15,2017,28108
42529,533,1,8610000US28109,13085,6,2017,28109
42531,19438,1,8610000US28110,772752,1347,2017,28110
42539,4185,1,8610000US28111,212893,33,2017,28111
42546,5629,1,8610000US28112,249570,510,2017,28112
42553,494,1,8610000US28114,20029,64,2017,28114
42556,11739,1,8610000US28115,523195,938,2017,28115
42565,24074,1,8610000US28117,1193905,1778,2017,28117
42572,74,1,8610000US28119,1560,10,2017,28119
42575,4470,1,8610000US28120,236276,322,2017,28120
42582,749,1,8610000US28124,23214,117,2017,28124
42587,243,1,8610000US28125,9631,45,2017,28125
42591,26,1,8610000US28126,498,3,2017,28126
42592,1385,1,8610000US28127,49510,78,2017,28127
42598,1307,1,8610000US28128,54837,121,2017,28128
42604,1210,1,8610000US28129,43341,109,2017,28129
42608,342,1,8610000US28133,11774,33,2017,28133
42609,139,1,8610000US28130,6406,13,2017,28130
42616,10887,1,8610000US28134,405198,654,2017,28134
42622,464,1,8610000US28135,17544,54,2017,28135
42624,39,1,8610000US28136,547,6,2017,28136
42625,952,1,8610000US28137,31487,64,2017,28137
42635,2097,1,8610000US28138,66653,164,2017,28138
42641,4569,1,8610000US28139,164212,366,2017,28139
42648,16465,1,8610000US28144,764536,772,2017,28144
42656,872,1,8610000US28145,38115,40,2017,28145
42662,4763,1,8610000US28146,192506,342,2017,28146
42670,9943,1,8610000US28147,501284,478,2017,28147
42678,12080,1,8610000US28150,476766,733,2017,28150
42685,335,1,8610000US28151,9801,20,2017,28151
42689,5722,1,8610000US28152,174867,457,2017,28152
42696,417,1,8610000US28159,10198,51,2017,28159
42700,1450,1,8610000US28160,41725,124,2017,28160
42706,618,1,8610000US28163,25199,73,2017,28163
42711,2379,1,8610000US28164,101579,212,2017,28164
42717,2606,1,8610000US28166,96251,206,2017,28166
42723,129,1,8610000US28167,3018,18,2017,28167
42727,582,1,8610000US28168,14400,102,2017,28168
42732,3341,1,8610000US28170,92571,273,2017,28170
42739,4681,1,8610000US28173,162315,911,2017,28173
42746,1639,1,8610000US28174,41920,84,2017,28174
42752,32,1,8610000US28169,620,7,2017,28169
42754,132,1,8610000US28201,7173,20,2017,28201
42758,54354,1,8610000US28202,6178994,1411,2017,28202
42768,26312,1,8610000US28203,1540127,1258,2017,28203
42775,20587,1,8610000US28204,1349363,815,2017,28204
42784,11209,1,8610000US28205,385558,1243,2017,28205
42793,15180,1,8610000US28206,755665,697,2017,28206
42800,7723,1,8610000US28207,569413,451,2017,28207
42807,40385,1,8610000US28208,2216555,1235,2017,28208
42815,13748,1,8610000US28209,769267,1028,2017,28209
42822,17833,1,8610000US28210,1092010,1240,2017,28210
42830,20090,1,8610000US28211,1355200,1322,2017,28211
42838,6582,1,8610000US28212,311153,579,2017,28212
42846,9386,1,8610000US28213,396091,729,2017,28213
42855,9593,1,8610000US28214,447132,553,2017,28214
42863,4990,1,8610000US28215,164183,575,2017,28215
42870,15925,1,8610000US28216,576924,1035,2017,28216
42878,44177,1,8610000US28217,2534289,2012,2017,28217
42888,55,1,8610000US28218,2189,7,2017,28218
42890,2506,1,8610000US28219,61204,20,2017,28219
42894,47,1,8610000US28220,2099,11,2017,28220
42896,514,1,8610000US28221,32962,11,2017,28221
42899,32,1,8610000US28222,548,7,2017,28222
42901,568,1,8610000US28223,11317,43,2017,28223
42906,359,1,8610000US28224,22262,12,2017,28224
42909,13471,1,8610000US28226,611139,1232,2017,28226
42918,11724,1,8610000US28227,476162,1103,2017,28227
42924,510,1,8610000US28232,79298,8,2017,28232
42925,36,1,8610000US28229,239,7,2017,28229
42931,34,1,8610000US28236,1875,6,2017,28236
42933,46,1,8610000US28237,798,4,2017,28237
42934,600,1,8610000US28241,28637,24,2017,28241
42938,2455,1,8610000US28244,227921,63,2017,28244
42947,492,1,8610000US28246,52629,15,2017,28246
42950,89,1,8610000US28247,5801,23,2017,28247
42963,32,1,8610000US28260,3187,4,2017,28260
42964,44425,1,8610000US28262,2829497,1184,2017,28262
42974,22684,1,8610000US28269,1128123,1391,2017,28269
42976,13,1,8610000US28265,543,4,2017,28265
42977,453,1,8610000US28266,16865,21,2017,28266
42989,6777,1,8610000US28270,227251,689,2017,28270
42997,153,1,8610000US28271,6154,12,2017,28271
43000,58033,1,8610000US28273,3277986,1670,2017,28273
43009,1121,1,8610000US28274,31904,11,2017,28274
43011,36567,1,8610000US28277,2634810,2430,2017,28277
43018,4161,1,8610000US28278,163989,401,2017,28278
43029,1011,1,8610000US28280,131180,38,2017,28280
43034,1166,1,8610000US28281,91493,25,2017,28281
43041,208,1,8610000US28284,17469,30,2017,28284
43045,49,1,8610000US28285,5017,11,2017,28285
43047,481,1,8610000US28287,40187,25,2017,28287
43054,8,1,8610000US28297,116,4,2017,28297
43055,34,1,8610000US28299,1506,10,2017,28299
43058,10535,1,8610000US28301,533468,693,2017,28301
43066,1517,1,8610000US28302,50813,53,2017,28302
43072,16589,1,8610000US28303,424721,1107,2017,28303
43080,15456,1,8610000US28304,630309,782,2017,28304
43086,2903,1,8610000US28305,100195,267,2017,28305
43093,8942,1,8610000US28306,317504,619,2017,28306
43102,2007,1,8610000US28307,91816,93,2017,28307
43108,80,1,8610000US28308,2184,14,2017,28308
43111,181,1,8610000US28309,4997,36,2017,28309
43115,3157,1,8610000US28310,183833,92,2017,28310
43121,9406,1,8610000US28311,291432,385,2017,28311
43129,2844,1,8610000US28312,83531,245,2017,28312
43134,9118,1,8610000US28314,220842,510,2017,28314
43142,6226,1,8610000US28315,216254,409,2017,28315
43148,191,1,8610000US28318,5614,33,2017,28318
43153,581,1,8610000US28320,14347,95,2017,28320
43158,137,1,8610000US28323,3551,25,2017,28323
43161,48,1,8610000US28325,1277,9,2017,28325
43164,1645,1,8610000US28326,35208,121,2017,28326
43173,9390,1,8610000US28328,310072,563,2017,28328
43177,1980,1,8610000US28327,57633,244,2017,28327
43183,215,1,8610000US28329,10025,19,2017,28329
43186,485,1,8610000US28330,15839,8,2017,28330
43187,145,1,8610000US28332,4405,16,2017,28332
43190,2340,1,8610000US28333,92257,68,2017,28333
43196,9775,1,8610000US28334,320725,637,2017,28334
43203,337,1,8610000US28335,12420,26,2017,28335
43209,3548,1,8610000US28337,108477,288,2017,28337
43215,365,1,8610000US28338,9235,51,2017,28338
43219,1510,1,8610000US28339,34989,89,2017,28339
43226,878,1,8610000US28340,21871,113,2017,28340
43232,887,1,8610000US28341,31284,56,2017,28341
43235,243,1,8610000US28342,6917,15,2017,28342
43237,8,1,8610000US28343,163,4,2017,28343
43239,66,1,8610000US28344,1623,20,2017,28344
43243,2547,1,8610000US28345,93698,168,2017,28345
43249,169,1,8610000US28347,4082,13,2017,28347
43252,6214,1,8610000US28348,208371,356,2017,28348
43260,1887,1,8610000US28349,83012,87,2017,28349
43265,47,1,8610000US28350,903,4,2017,28350
43266,749,1,8610000US28351,20059,44,2017,28351
43270,7555,1,8610000US28352,255919,465,2017,28352
43277,476,1,8610000US28353,17932,33,2017,28353
43282,42,1,8610000US28355,1384,4,2017,28355
43283,160,1,8610000US28356,5374,37,2017,28356
43287,2843,1,8610000US28357,105700,32,2017,28357
43291,14669,1,8610000US28358,476951,819,2017,28358
43298,872,1,8610000US28359,31874,52,2017,28359
43303,2593,1,8610000US28360,72611,126,2017,28360
43311,69,1,8610000US28363,5062,9,2017,28363
43313,2196,1,8610000US28364,107936,109,2017,28364
43319,6499,1,8610000US28365,224582,276,2017,28365
43324,1039,1,8610000US28366,50729,78,2017,28366
43331,8,1,8610000US28368,212,5,2017,28368
43333,167,1,8610000US28369,1919,19,2017,28369
43336,112,1,8610000US28370,3134,18,2017,28370
43340,184,1,8610000US28371,4252,34,2017,28371
43342,3702,1,8610000US28372,87153,221,2017,28372
43347,326,1,8610000US28373,12194,43,2017,28373
43354,9437,1,8610000US28374,489627,405,2017,28374
43360,5214,1,8610000US28376,157353,409,2017,28376
43367,1152,1,8610000US28377,34497,138,2017,28377
43373,7264,1,8610000US28379,223510,531,2017,28379
43380,118,1,8610000US28380,2477,21,2017,28380
43384,884,1,8610000US28382,25022,84,2017,28382
43389,312,1,8610000US28383,10101,47,2017,28383
43393,3088,1,8610000US28384,87013,141,2017,28384
43399,211,1,8610000US28385,5091,35,2017,28385
43403,85,1,8610000US28386,2302,31,2017,28386
43407,9265,1,8610000US28387,319887,674,2017,28387
43413,362,1,8610000US28388,14080,23,2017,28388
43418,2957,1,8610000US28390,67203,303,2017,28390
43424,607,1,8610000US28391,16883,69,2017,28391
43432,127,1,8610000US28393,5165,13,2017,28393
43434,654,1,8610000US28394,20126,79,2017,28394
43440,225,1,8610000US28395,9852,42,2017,28395
43444,161,1,8610000US28396,3566,23,2017,28396
43448,1660,1,8610000US28398,49151,139,2017,28398
43453,51,1,8610000US28399,1577,8,2017,28399
43455,25324,1,8610000US28401,1349373,1279,2017,28401
43463,998,1,8610000US28402,67066,44,2017,28402
43469,29908,1,8610000US28403,1105035,2207,2017,28403
43476,79,1,8610000US28404,3899,8,2017,28404
43479,20762,1,8610000US28405,928980,1461,2017,28405
43488,477,1,8610000US28406,20804,29,2017,28406
43492,69,1,8610000US28408,2119,10,2017,28408
43494,2358,1,8610000US28409,78713,499,2017,28409
43501,4725,1,8610000US28411,153018,617,2017,28411
43507,9739,1,8610000US28412,309423,794,2017,28412
43514,42,1,8610000US28421,1274,15,2017,28421
43515,86,1,8610000US28420,2664,25,2017,28420
43520,1325,1,8610000US28422,56584,100,2017,28422
43525,141,1,8610000US28423,5038,25,2017,28423
43529,19,1,8610000US28424,625,3,2017,28424
43530,2778,1,8610000US28425,92648,210,2017,28425
43536,1758,1,8610000US28428,44759,281,2017,28428
43541,1500,1,8610000US28429,73854,151,2017,28429
43547,677,1,8610000US28431,20336,81,2017,28431
43548,64,1,8610000US28430,1382,13,2017,28430
43552,406,1,8610000US28433,11534,38,2017,28433
43556,7,1,8610000US28432,250,6,2017,28432
43559,57,1,8610000US28434,1062,8,2017,28434
43564,118,1,8610000US28435,3557,19,2017,28435
43568,208,1,8610000US28436,7685,45,2017,28436
43573,51,1,8610000US28438,1079,8,2017,28438
43576,162,1,8610000US28439,4775,24,2017,28439
43579,429,1,8610000US28441,8677,32,2017,28441
43583,25,1,8610000US28442,409,7,2017,28442
43587,3207,1,8610000US28443,94713,486,2017,28443
43594,294,1,8610000US28444,9532,30,2017,28444
43597,1911,1,8610000US28445,54041,255,2017,28445
43603,57,1,8610000US28447,2106,9,2017,28447
43605,27,1,8610000US28448,1087,9,2017,28448
43606,236,1,8610000US28449,6142,44,2017,28449
43611,591,1,8610000US28450,18593,35,2017,28450
43614,6399,1,8610000US28451,229525,508,2017,28451
43619,93,1,8610000US28453,2000,16,2017,28453
43622,114,1,8610000US28454,3297,17,2017,28454
43630,44,1,8610000US28455,1179,13,2017,28455
43632,1088,1,8610000US28456,90405,49,2017,28456
43638,1269,1,8610000US28457,44206,115,2017,28457
43643,1535,1,8610000US28458,44606,83,2017,28458
43649,1375,1,8610000US28459,42089,74,2017,28459
43654,1235,1,8610000US28460,28003,170,2017,28460
43660,6442,1,8610000US28461,300740,566,2017,28461
43668,1855,1,8610000US28462,65939,239,2017,28462
43674,1328,1,8610000US28463,41580,140,2017,28463
43680,711,1,8610000US28464,14478,23,2017,28464
43683,863,1,8610000US28465,23507,158,2017,28465
43688,2130,1,8610000US28466,53654,223,2017,28466
43694,1562,1,8610000US28467,42365,155,2017,28467
43700,888,1,8610000US28468,24754,99,2017,28468
43705,1670,1,8610000US28469,51681,233,2017,28469
43711,3099,1,8610000US28470,86807,313,2017,28470
43716,7105,1,8610000US28472,221392,556,2017,28472
43725,116,1,8610000US28478,3085,28,2017,28478
43729,350,1,8610000US28479,10382,52,2017,28479
43732,1352,1,8610000US28480,39945,138,2017,28480
43738,9198,1,8610000US28501,312982,500,2017,28501
43747,923,1,8610000US28502,60014,29,2017,28502
