,EMP,EMPSZES,GEO_ID,PAYANN,ESTAB,YEAR,zip code
67772,29,1,8610000US40759,1161,6,2017,40759
67774,4637,1,8610000US40769,114600,203,2017,40769
67780,166,1,8610000US40806,3945,26,2017,40806
67785,107,1,8610000US40810,5009,11,2017,40810
67788,33,1,8610000US40815,5303,10,2017,40815
67790,47,1,8610000US40819,1218,9,2017,40819
67792,7,1,8610000US40820,134,4,2017,40820
67793,481,1,8610000US40823,10510,47,2017,40823
67798,238,1,8610000US40828,5673,37,2017,40828
67802,89,1,8610000US40829,3805,5,2017,40829
67803,2573,1,8610000US40831,76422,214,2017,40831
67810,34,1,8610000US40854,857,10,2017,40854
67813,33,1,8610000US40855,955,6,2017,40855
67815,10,1,8610000US40856,280,3,2017,40856
67816,9,1,8610000US40868,236,7,2017,40868
67818,39,1,8610000US40870,1798,5,2017,40870
67820,14,1,8610000US40873,362,5,2017,40873
67823,7,1,8610000US40903,208,4,2017,40903
67825,3479,1,8610000US40906,88220,235,2017,40906
67831,104,1,8610000US40913,2706,7,2017,40913
67833,9,1,8610000US40914,355,4,2017,40914
67835,28,1,8610000US40915,1077,6,2017,40915
67837,34,1,8610000US40923,1090,6,2017,40923
67839,64,1,8610000US40935,1615,15,2017,40935
67843,58,1,8610000US40940,2109,6,2017,40940
67845,21,1,8610000US40943,262,4,2017,40943
67846,7,1,8610000US40949,221,5,2017,40949
67848,10,1,8610000US40953,108,4,2017,40953
67850,2399,1,8610000US40962,66058,210,2017,40962
67857,5147,1,8610000US40965,149760,330,2017,40965
67867,1537,1,8610000US40977,47036,112,2017,40977
67872,2832,1,8610000US41001,95170,262,2017,41001
67879,648,1,8610000US41002,25393,33,2017,41002
67882,38,1,8610000US41003,280,11,2017,41003
67885,249,1,8610000US41004,5910,40,2017,41004
67890,3168,1,8610000US41005,117272,281,2017,41005
67896,1013,1,8610000US41006,42070,66,2017,41006
67902,227,1,8610000US41007,6835,37,2017,41007
67906,3222,1,8610000US41008,143932,185,2017,41008
67914,80,1,8610000US41010,1713,20,2017,41010
67917,9340,1,8610000US41011,401713,749,2017,41011
67924,269,1,8610000US41012,34867,10,2017,41012
67926,483,1,8610000US41014,17895,70,2017,41014
67931,7640,1,8610000US41015,510130,316,2017,41015
67939,333,1,8610000US41016,10318,57,2017,41016
67943,21081,1,8610000US41017,1053072,1030,2017,41017
67951,18980,1,8610000US41018,918643,689,2017,41018
67959,581,1,8610000US41030,22771,77,2017,41030
67960,523,1,8610000US41022,30089,14,2017,41022
67967,4209,1,8610000US41031,166936,276,2017,41031
67976,47,1,8610000US41033,1554,10,2017,41033
67978,25,1,8610000US41034,275,5,2017,41034
67980,2204,1,8610000US41035,79027,174,2017,41035
67985,758,1,8610000US41040,21431,98,2017,41040
67986,128,1,8610000US41039,3701,23,2017,41039
67994,1881,1,8610000US41041,63628,175,2017,41041
67999,42746,1,8610000US41042,1762944,1652,2017,41042
68007,96,1,8610000US41043,4417,19,2017,41043
68010,33,1,8610000US41044,960,7,2017,41044
68012,2561,1,8610000US41045,207495,30,2017,41045
68016,53,1,8610000US41046,1055,10,2017,41046
68019,20601,1,8610000US41048,903565,445,2017,41048
68031,41,1,8610000US41049,622,14,2017,41049
68033,4149,1,8610000US41051,158265,273,2017,41051
68041,47,1,8610000US41055,1228,23,2017,41055
68043,6782,1,8610000US41056,259893,400,2017,41056
68050,207,1,8610000US41059,4298,33,2017,41059
68055,74,1,8610000US41063,3189,23,2017,41063
68058,179,1,8610000US41064,4138,21,2017,41064
68061,8199,1,8610000US41071,289364,498,2017,41071
68068,26,1,8610000US41072,820,5,2017,41072
68070,1302,1,8610000US41073,36464,115,2017,41073
68076,530,1,8610000US41074,15609,64,2017,41074
68080,3524,1,8610000US41075,132603,271,2017,41075
68087,6921,1,8610000US41076,287796,354,2017,41076
68095,88,1,8610000US41080,2668,24,2017,41080
68098,158,1,8610000US41083,3948,12,2017,41083
68100,370,1,8610000US41085,25481,13,2017,41085
68103,181,1,8610000US41086,5952,21,2017,41086
68107,1444,1,8610000US41091,54607,234,2017,41091
68113,317,1,8610000US41092,14058,53,2017,41092
68118,6110,1,8610000US41094,264465,319,2017,41094
68119,178,1,8610000US41093,5377,16,2017,41093
68130,954,1,8610000US41097,33569,119,2017,41097
68137,600,1,8610000US41095,17433,57,2017,41095
68142,21,1,8610000US41098,647,8,2017,41098
68144,248,1,8610000US41099,3360,15,2017,41099
68146,13930,1,8610000US41101,556670,775,2017,41101
68154,4191,1,8610000US41102,144744,314,2017,41102
68160,844,1,8610000US41105,33990,51,2017,41105
68166,56,1,8610000US41121,1673,9,2017,41121
68168,2,1,8610000US41124,55,3,2017,41124
68169,3473,1,8610000US41129,248951,134,2017,41129
68177,1170,1,8610000US41139,29719,114,2017,41139
68181,4140,1,8610000US41143,109445,289,2017,41143
68182,121,1,8610000US41141,2814,16,2017,41141
68192,1246,1,8610000US41144,42508,127,2017,41144
68198,6,1,8610000US41159,224,3,2017,41159
68200,711,1,8610000US41164,16385,100,2017,41164
68205,257,1,8610000US41168,7626,24,2017,41168
68210,722,1,8610000US41169,27958,80,2017,41169
68214,368,1,8610000US41171,9402,45,2017,41171
68219,63,1,8610000US41174,1298,8,2017,41174
68221,581,1,8610000US41175,27411,46,2017,41175
68225,911,1,8610000US41179,26837,68,2017,41179
68231,32,1,8610000US41181,1164,4,2017,41181
68232,313,1,8610000US41183,11129,21,2017,41183
68236,210,1,8610000US41189,7270,30,2017,41189
68240,276,1,8610000US41214,12349,12,2017,41214
68244,39,1,8610000US41216,1510,8,2017,41216
68246,7,1,8610000US41219,194,3,2017,41219
68248,312,1,8610000US41222,18172,32,2017,41222
68252,699,1,8610000US41224,19808,84,2017,41224
68258,2255,1,8610000US41230,78678,176,2017,41230
68264,255,1,8610000US41231,8824,23,2017,41231
68269,46,1,8610000US41232,938,9,2017,41232
68271,28,1,8610000US41238,771,9,2017,41238
68272,3023,1,8610000US41240,91535,262,2017,41240
68280,8,1,8610000US41254,440,3,2017,41254
68282,67,1,8610000US41255,2195,6,2017,41255
68283,275,1,8610000US41256,14295,24,2017,41256
68288,3,1,8610000US41257,61,3,2017,41257
68290,82,1,8610000US41262,1671,5,2017,41262
68291,28,1,8610000US41264,590,5,2017,41264
68293,50,1,8610000US41265,1494,8,2017,41265
68295,128,1,8610000US41267,2594,14,2017,41267
68299,28,1,8610000US41268,919,5,2017,41268
68301,14,1,8610000US41274,192,3,2017,41274
68302,474,1,8610000US41301,14248,56,2017,41301
68308,1362,1,8610000US41311,25970,87,2017,41311
68313,375,1,8610000US41314,9475,47,2017,41314
68316,114,1,8610000US41332,3028,10,2017,41332
68318,3084,1,8610000US41339,91769,169,2017,41339
68325,20,1,8610000US41352,495,5,2017,41352
68328,26,1,8610000US41365,641,3,2017,41365
68329,12,1,8610000US41397,437,3,2017,41397
68331,7,1,8610000US41464,165,3,2017,41464
68332,1100,1,8610000US41465,33121,147,2017,41465
68339,61,1,8610000US41348,1688,8,2017,41348
68341,1829,1,8610000US41472,63280,142,2017,41472
68348,12251,1,8610000US41501,525094,742,2017,41501
68355,785,1,8610000US41502,25742,58,2017,41502
68360,1637,1,8610000US41503,47737,97,2017,41503
68364,350,1,8610000US41514,8855,44,2017,41514
68365,54,1,8610000US41512,798,4,2017,41512
68366,52,1,8610000US41513,2836,7,2017,41513
68372,121,1,8610000US41520,7359,9,2017,41520
68374,371,1,8610000US41522,10720,54,2017,41522
68377,7,1,8610000US41528,131,3,2017,41528
68381,215,1,8610000US41537,6975,40,2017,41537
68385,578,1,8610000US41539,27150,13,2017,41539
68389,69,1,8610000US41544,1443,8,2017,41544
68392,45,1,8610000US41548,1272,9,2017,41548
68396,286,1,8610000US41553,12356,30,2017,41553
68401,21,1,8610000US41557,743,8,2017,41557
68403,65,1,8610000US41559,1201,8,2017,41559
68405,202,1,8610000US41560,8945,7,2017,41560
68407,65,1,8610000US41562,1513,12,2017,41562
68409,1,1,8610000US41563,114,3,2017,41563
68411,15,1,8610000US41564,533,8,2017,41564
68414,322,1,8610000US41524,20818,7,2017,41524
68417,113,1,8610000US41572,2863,33,2017,41572
68419,310,1,8610000US41601,8647,52,2017,41601
68423,188,1,8610000US41605,5562,22,2017,41605
68425,75,1,8610000US41603,3406,12,2017,41603
68430,19,1,8610000US41612,888,3,2017,41612
68431,36,1,8610000US41616,966,5,2017,41616
68432,500,1,8610000US41622,18793,9,2017,41622
68434,32,1,8610000US41630,468,13,2017,41630
68438,385,1,8610000US41635,14407,34,2017,41635
68442,33,1,8610000US41636,1228,5,2017,41636
68443,105,1,8610000US41640,4630,8,2017,41640
68445,359,1,8610000US41642,13687,25,2017,41642
68449,74,1,8610000US41643,2485,7,2017,41643
68451,131,1,8610000US41645,4218,10,2017,41645
68454,263,1,8610000US41647,9866,21,2017,41647
68459,648,1,8610000US41649,19286,55,2017,41649
68464,65,1,8610000US41651,2082,7,2017,41651
68466,4633,1,8610000US41653,163994,394,2017,41653
68475,169,1,8610000US41659,7442,24,2017,41659
68478,7746,1,8610000US41701,272181,448,2017,41701
68487,209,1,8610000US41702,9739,22,2017,41702
68490,16,1,8610000US41714,434,4,2017,41714
68491,24,1,8610000US41719,308,5,2017,41719
68494,43,1,8610000US41722,1550,9,2017,41722
68497,26,1,8610000US41725,695,4,2017,41725
68498,552,1,8610000US41727,11252,17,2017,41727
68502,56,1,8610000US41731,2132,8,2017,41731
68504,134,1,8610000US41740,2522,13,2017,41740
68508,32,1,8610000US41746,619,10,2017,41746
68510,972,1,8610000US41749,33863,68,2017,41749
68515,39,1,8610000US41760,1296,5,2017,41760
68516,21,1,8610000US41751,529,3,2017,41751
68517,3,1,8610000US41759,58,4,2017,41759
68522,37,1,8610000US41773,991,5,2017,41773
68523,27,1,8610000US41774,618,10,2017,41774
68525,24,1,8610000US41776,556,9,2017,41776
68528,4,1,8610000US41812,240,3,2017,41812
68531,5,1,8610000US41817,146,3,2017,41817
68532,704,1,8610000US41822,22204,82,2017,41822
68537,321,1,8610000US41824,9165,21,2017,41824
68541,62,1,8610000US41826,1815,9,2017,41826
68546,44,1,8610000US41831,2493,6,2017,41831
68548,60,1,8610000US41834,2265,5,2017,41834
68552,34,1,8610000US41837,1039,8,2017,41837
68554,16,1,8610000US41839,476,4,2017,41839
68556,167,1,8610000US41840,6565,16,2017,41840
68560,402,1,8610000US41844,7235,9,2017,41844
68562,6,1,8610000US41847,250,3,2017,41847
68565,2258,1,8610000US41858,76611,187,2017,41858
68572,22085,1,8610000US42001,789212,1168,2017,42001
68580,2126,1,8610000US42002,94987,72,2017,42002
68585,10730,1,8610000US42003,469273,762,2017,42003
68593,162,1,8610000US42020,6511,27,2017,42020
68597,156,1,8610000US42021,3959,20,2017,42021
68601,397,1,8610000US42023,11802,46,2017,42023
68609,146,1,8610000US42024,6172,16,2017,42024
68611,4138,1,8610000US42025,119231,399,2017,42025
68617,98,1,8610000US42027,2664,26,2017,42027
68620,5210,1,8610000US42029,304770,201,2017,42029
68627,529,1,8610000US42031,16297,59,2017,42031
68633,108,1,8610000US42035,2784,27,2017,42035
68636,24,1,8610000US42036,332,8,2017,42036
68638,720,1,8610000US42038,22929,114,2017,42038
68644,77,1,8610000US42039,2700,16,2017,42039
68647,35,1,8610000US42040,658,10,2017,42040
68649,1297,1,8610000US42041,35921,103,2017,42041
68657,242,1,8610000US42044,5247,35,2017,42044
68660,1039,1,8610000US42045,43799,47,2017,42045
68666,4,1,8610000US42047,59,3,2017,42047
68668,322,1,8610000US42048,7111,41,2017,42048
68672,112,1,8610000US42049,1901,25,2017,42049
68676,368,1,8610000US42050,16965,41,2017,42050
68680,2046,1,8610000US42051,65657,38,2017,42051
68686,453,1,8610000US42053,32198,61,2017,42053
68690,25,1,8610000US42054,928,8,2017,42054
68692,542,1,8610000US42055,13139,41,2017,42055
68696,306,1,8610000US42056,9282,42,2017,42056
68701,359,1,8610000US42058,14155,28,2017,42058
68705,1800,1,8610000US42064,48534,152,2017,42064
68714,7446,1,8610000US42066,241833,543,2017,42066
68721,13615,1,8610000US42071,418687,764,2017,42071
68731,47,1,8610000US42069,1362,20,2017,42069
68733,86,1,8610000US42076,1670,9,2017,42076
68735,530,1,8610000US42078,20128,33,2017,42078
68739,94,1,8610000US42079,2078,15,2017,42079
68742,221,1,8610000US42081,11338,33,2017,42081
68746,49,1,8610000US42082,927,12,2017,42082
68748,19,1,8610000US42085,424,7,2017,42085
68750,293,1,8610000US42086,9988,48,2017,42086
68755,89,1,8610000US42088,1799,22,2017,42088
68756,334,1,8610000US42087,14749,37,2017,42087
68761,30197,1,8610000US42101,1312630,1346,2017,42101
68771,3689,1,8610000US42102,243745,99,2017,42102
68777,5403,1,8610000US42103,191567,450,2017,42103
68785,15418,1,8610000US42104,421154,952,2017,42104
68792,144,1,8610000US42122,3590,45,2017,42122
68793,30,1,8610000US42120,723,10,2017,42120
68799,22,1,8610000US42123,462,6,2017,42123
68801,974,1,8610000US42127,21905,92,2017,42127
68807,958,1,8610000US42129,26712,90,2017,42129
68811,7628,1,8610000US42134,290840,363,2017,42134
68812,408,1,8610000US42133,16705,21,2017,42133
68823,369,1,8610000US42135,17535,27,2017,42135
68827,146,1,8610000US42140,3441,17,2017,42140
68830,13211,1,8610000US42141,459958,708,2017,42141
68838,407,1,8610000US42142,16924,20,2017,42142
68842,5,1,8610000US42151,146,3,2017,42151
68844,36,1,8610000US42152,608,5,2017,42152
68845,5,1,8610000US42154,111,3,2017,42154
68847,15,1,8610000US42156,381,6,2017,42156
68850,283,1,8610000US42159,12157,9,2017,42159
68852,237,1,8610000US42160,7109,21,2017,42160
68857,2951,1,8610000US42164,99626,222,2017,42164
68864,2248,1,8610000US42167,73750,163,2017,42167
68865,298,1,8610000US42166,12009,19,2017,42166
68873,737,1,8610000US42171,15845,80,2017,42171
68880,273,1,8610000US42170,13178,21,2017,42170
68882,46,1,8610000US42202,1285,17,2017,42202
68885,36,1,8610000US42204,1530,6,2017,42204
68887,647,1,8610000US42206,24802,68,2017,42206
68892,25,1,8610000US42207,1270,8,2017,42207
68894,463,1,8610000US42210,13743,61,2017,42210
68898,2147,1,8610000US42211,63961,228,2017,42211
68903,248,1,8610000US42217,6730,46,2017,42217
68905,15,1,8610000US42214,332,7,2017,42214
68907,44,1,8610000US42215,952,7,2017,42215
68909,8,1,8610000US42216,135,4,2017,42216
68914,970,1,8610000US42220,28457,118,2017,42220
68920,3165,1,8610000US42223,195095,103,2017,42223
68928,19,1,8610000US42232,368,9,2017,42232
68930,385,1,8610000US42234,11806,47,2017,42234
68935,46,1,8610000US42236,1046,10,2017,42236
68937,19412,1,8610000US42240,733285,976,2017,42240
68946,1106,1,8610000US42241,42913,39,2017,42241
68951,263,1,8610000US42256,8131,39,2017,42256
68956,101,1,8610000US42259,1858,11,2017,42259
68958,1814,1,8610000US42261,55332,161,2017,42261
68964,1454,1,8610000US42262,28764,119,2017,42262
68969,14,1,8610000US42265,363,6,2017,42265
68971,258,1,8610000US42266,7089,36,2017,42266
68977,78,1,8610000US42274,1761,17,2017,42274
68979,6614,1,8610000US42276,315507,364,2017,42276
68984,24,1,8610000US42285,613,3,2017,42285
68988,9,1,8610000US42280,471,4,2017,42280
68990,82,1,8610000US42286,3116,20,2017,42286
68994,21303,1,8610000US42301,777592,1046,2017,42301
68999,976,1,8610000US42302,30368,41,2017,42302
69006,18923,1,8610000US42303,748805,1060,2017,42303
69018,323,1,8610000US42304,17491,14,2017,42304
69020,4013,1,8610000US42320,110888,160,2017,42320
69028,146,1,8610000US42323,5191,17,2017,42323
69032,92,1,8610000US42325,1960,18,2017,42325
69037,730,1,8610000US42327,29132,74,2017,42327
69040,2342,1,8610000US42330,78189,214,2017,42330
69049,106,1,8610000US42337,3559,16,2017,42337
69052,10,1,8610000US42338,251,3,2017,42338
69054,35,1,8610000US42339,810,6,2017,42339
69056,405,1,8610000US42343,15198,32,2017,42343
69059,350,1,8610000US42344,17317,15,2017,42344
69061,2312,1,8610000US42345,77129,206,2017,42345
69068,589,1,8610000US42328,41005,18,2017,42328
69072,1206,1,8610000US42347,40260,124,2017,42347
69077,1758,1,8610000US42348,117839,80,2017,42348
69082,36,1,8610000US42349,875,5,2017,42349
69084,58,1,8610000US42350,1659,13,2017,42350
69086,1557,1,8610000US42351,81492,56,2017,42351
69091,294,1,8610000US42352,10962,44,2017,42352
69097,25,1,8610000US42354,518,4,2017,42354
69098,99,1,8610000US42355,3272,18,2017,42355
69101,37,1,8610000US42361,1433,5,2017,42361
69102,463,1,8610000US42366,15654,69,2017,42366
69107,415,1,8610000US42367,11183,52,2017,42367
69111,24,1,8610000US42371,2151,4,2017,42371
69112,3,1,8610000US42368,48,3,2017,42368
69116,172,1,8610000US42372,5462,36,2017,42372
69121,226,1,8610000US42376,6448,48,2017,42376
69124,241,1,8610000US42378,6305,45,2017,42378
69128,499,1,8610000US42404,33004,37,2017,42404
69131,189,1,8610000US42406,6520,30,2017,42406
69136,797,1,8610000US42408,23642,70,2017,42408
69138,233,1,8610000US42409,8274,43,2017,42409
69142,314,1,8610000US42410,14637,22,2017,42410
69145,186,1,8610000US42411,5006,24,2017,42411
69152,747,1,8610000US42413,28318,35,2017,42413
69155,433,1,8610000US42419,20771,33,2017,42419
69159,12977,1,8610000US42420,496713,894,2017,42420
69167,12130,1,8610000US42431,493729,782,2017,42431
69175,15,1,8610000US42436,530,7,2017,42436
69177,2338,1,8610000US42437,80775,161,2017,42437
69184,80,1,8610000US42440,1421,9,2017,42440
69189,140,1,8610000US42442,3517,32,2017,42442
69193,21,1,8610000US42444,282,7,2017,42444
69195,3563,1,8610000US42445,106640,277,2017,42445
69200,466,1,8610000US42450,13061,63,2017,42450
69202,2502,1,8610000US42452,126999,26,2017,42452
69206,8,1,8610000US42451,176,3,2017,42451
69212,16,1,8610000US42453,777,6,2017,42453
69214,546,1,8610000US42455,17127,60,2017,42455
69219,66,1,8610000US42456,3307,9,2017,42456
69222,3,1,8610000US42457,30,3,2017,42457
69224,54,1,8610000US42458,1751,7,2017,42458
69226,515,1,8610000US42459,15709,65,2017,42459
69229,390,1,8610000US42461,12495,24,2017,42461
69236,77,1,8610000US42464,2582,15,2017,42464
69242,10813,1,8610000US42501,337263,698,2017,42501
69249,690,1,8610000US42502,18407,35,2017,42502
69253,7652,1,8610000US42503,321181,447,2017,42503
69261,292,1,8610000US42518,8527,33,2017,42518
69265,358,1,8610000US42519,13810,30,2017,42519
69270,1009,1,8610000US42528,30136,16,2017,42528
69273,121,1,8610000US42533,3956,16,2017,42533
69276,2255,1,8610000US42539,56080,193,2017,42539
69282,115,1,8610000US42541,3050,6,2017,42541
69284,282,1,8610000US42544,6966,57,2017,42544
69288,238,1,8610000US42553,6935,37,2017,42553
69294,41,1,8610000US42565,870,6,2017,42565
69296,27,1,8610000US42566,413,5,2017,42566
69297,408,1,8610000US42567,9219,51,2017,42567
69302,2959,1,8610000US42602,83386,190,2017,42602
69307,615,1,8610000US42629,19530,74,2017,42629
69312,4117,1,8610000US42633,115304,271,2017,42633
69319,37,1,8610000US42634,823,4,2017,42634
69320,329,1,8610000US42635,9518,33,2017,42635
69322,4,1,8610000US42638,86,3,2017,42638
69324,4201,1,8610000US42642,119654,267,2017,42642
69332,255,1,8610000US42647,4329,25,2017,42647
69336,907,1,8610000US42653,21768,102,2017,42653
69342,27104,1,8610000US42701,1042067,1393,2017,42701
69352,2043,1,8610000US42702,95632,37,2017,42702
69357,47,1,8610000US42712,1558,11,2017,42712
69360,24,1,8610000US42716,416,13,2017,42716
69362,132,1,8610000US42713,3354,16,2017,42713
69366,1013,1,8610000US42717,30663,100,2017,42717
69370,9453,1,8610000US42718,291239,608,2017,42718
69378,297,1,8610000US42721,8572,44,2017,42721
69379,150,1,8610000US42719,5528,16,2017,42719
69387,21,1,8610000US42722,406,5,2017,42722
69389,403,1,8610000US42724,13185,44,2017,42724
69392,400,1,8610000US42726,11221,47,2017,42726
69397,4061,1,8610000US42728,105592,288,2017,42728
69403,47,1,8610000US42729,1213,15,2017,42729
69405,40,1,8610000US42732,1156,13,2017,42732
69406,17,1,8610000US42733,349,5,2017,42733
69409,420,1,8610000US42740,8175,26,2017,42740
69414,1205,1,8610000US42743,34287,135,2017,42743
69419,12,1,8610000US42746,311,5,2017,42746
69421,1607,1,8610000US42748,49325,153,2017,42748
69426,3220,1,8610000US42749,114543,87,2017,42749
69434,5227,1,8610000US42754,170602,310,2017,42754
69441,124,1,8610000US42755,2953,15,2017,42755
69444,95,1,8610000US42757,4973,20,2017,42757
69451,982,1,8610000US42765,23670,140,2017,42765
69456,333,1,8610000US42776,10049,31,2017,42776
69460,17,1,8610000US42782,274,7,2017,42782
69462,177,1,8610000US42784,4500,27,2017,42784
69467,195,1,8610000US43001,7429,52,2017,43001
69471,20,1,8610000US43002,473,5,2017,43002
69473,210,1,8610000US43003,5183,34,2017,43003
69478,2772,1,8610000US43004,159982,223,2017,43004
69484,26,1,8610000US43005,222,7,2017,43005
69486,28,1,8610000US43006,734,8,2017,43006
69488,375,1,8610000US43008,7667,41,2017,43008
69493,38,1,8610000US43009,1544,13,2017,43009
69495,14,1,8610000US43010,324,4,2017,43010
69497,875,1,8610000US43011,28182,118,2017,43011
69502,66,1,8610000US43013,2026,18,2017,43013
69505,333,1,8610000US43014,9333,62,2017,43014
69509,18775,1,8610000US43015,801566,1021,2017,43015
69518,20490,1,8610000US43016,1185061,986,2017,43016
69527,39231,1,8610000US43017,2518841,1664,2017,43017
69535,49,1,8610000US43018,2244,8,2017,43018
69537,2313,1,8610000US43019,178903,102,2017,43019
69544,759,1,8610000US43021,33552,170,2017,43021
69549,1726,1,8610000US43022,51719,34,2017,43022
69553,4950,1,8610000US43023,170251,276,2017,43023
69559,4278,1,8610000US43025,213554,140,2017,43025
69567,22751,1,8610000US43026,1025574,1267,2017,43026
69574,2535,1,8610000US43031,87720,237,2017,43031
69575,272,1,8610000US43028,9844,49,2017,43028
69580,56,1,8610000US43029,1754,7,2017,43029
69582,80,1,8610000US43030,1502,6,2017,43030
69590,39,1,8610000US43033,701,5,2017,43033
69592,8159,1,8610000US43035,364305,589,2017,43035
69597,43,1,8610000US43037,768,7,2017,43037
69599,19108,1,8610000US43040,1045469,615,2017,43040
69608,304,1,8610000US43044,9351,56,2017,43044
69611,340,1,8610000US43041,18292,11,2017,43041
69616,190,1,8610000US43045,8096,22,2017,43045
69620,1223,1,8610000US43046,45475,63,2017,43046
69625,13256,1,8610000US43050,476789,710,2017,43050
69633,17438,1,8610000US43054,1154587,554,2017,43054
69646,19069,1,8610000US43055,791346,1101,2017,43055
69653,7651,1,8610000US43056,265230,434,2017,43056
69662,322,1,8610000US43058,18168,21,2017,43058
69666,304,1,8610000US43061,12869,54,2017,43061
69672,97,1,8610000US43060,2279,21,2017,43060
69675,7539,1,8610000US43062,234894,394,2017,43062
69681,5025,1,8610000US43064,244085,414,2017,43064
69688,8314,1,8610000US43065,309811,923,2017,43065
69696,199,1,8610000US43066,7035,20,2017,43066
69702,20469,1,8610000US43068,854054,955,2017,43068
69710,106,1,8610000US43070,3185,9,2017,43070
69712,204,1,8610000US43071,7650,26,2017,43071
69716,1251,1,8610000US43072,61817,66,2017,43072
69721,96,1,8610000US43073,3621,7,2017,43073
69723,4289,1,8610000US43074,139344,360,2017,43074
69725,1212,1,8610000US43076,79212,94,2017,43076
69734,8433,1,8610000US43078,298203,382,2017,43078
69742,582,1,8610000US43080,19063,71,2017,43080
69744,26157,1,8610000US43081,1263373,1258,2017,43081
69758,15309,1,8610000US43082,905569,769,2017,43082
69766,16,1,8610000US43083,298,3,2017,43083
69767,114,1,8610000US43084,2441,6,2017,43084
69768,17658,1,8610000US43085,839255,925,2017,43085
69776,34,1,8610000US43086,1109,14,2017,43086
69778,10,1,8610000US43101,238,5,2017,43101
69780,391,1,8610000US43102,15275,49,2017,43102
69784,1174,1,8610000US43103,41479,119,2017,43103
69787,694,1,8610000US43105,25024,140,2017,43105
69791,143,1,8610000US43106,8043,16,2017,43106
69795,542,1,8610000US43107,53452,50,2017,43107
69799,75,1,8610000US43109,1588,9,2017,43109
69801,7488,1,8610000US43110,268032,480,2017,43110
69809,6,1,8610000US43111,123,3,2017,43111
69811,1091,1,8610000US43112,45878,118,2017,43112
69817,8222,1,8610000US43113,311744,509,2017,43113
69825,81,1,8610000US43115,1907,9,2017,43115
69827,57,1,8610000US43116,1193,18,2017,43116
69830,1209,1,8610000US43119,33792,177,2017,43119
69836,24525,1,8610000US43123,911031,1110,2017,43123
69846,13826,1,8610000US43125,523060,329,2017,43125
69855,2160,1,8610000US43128,39085,130,2017,43128
69862,19649,1,8610000US43130,703451,1284,2017,43130
69871,228,1,8610000US43135,6622,47,2017,43135
69874,131,1,8610000US43136,2931,23,2017,43136
69877,4203,1,8610000US43137,157779,84,2017,43137
69885,4670,1,8610000US43138,142551,384,2017,43138
69893,6512,1,8610000US43140,243029,330,2017,43140
69900,1373,1,8610000US43143,56501,71,2017,43143
69905,192,1,8610000US43145,5888,22,2017,43145
69908,413,1,8610000US43146,15030,96,2017,43146
69913,6839,1,8610000US43147,207618,649,2017,43147
69920,201,1,8610000US43148,6642,21,2017,43148
69923,208,1,8610000US43149,4818,38,2017,43149
69927,232,1,8610000US43150,8575,20,2017,43150
69929,20,1,8610000US43151,517,5,2017,43151
69931,60,1,8610000US43152,1450,11,2017,43152
69933,27,1,8610000US43153,551,8,2017,43153
69935,175,1,8610000US43154,7329,28,2017,43154
69941,219,1,8610000US43155,10163,32,2017,43155
69945,7475,1,8610000US43160,266951,428,2017,43160
69947,8,1,8610000US43158,155,4,2017,43158
69957,5052,1,8610000US43162,250046,119,2017,43162
69964,61,1,8610000US43164,2033,18,2017,43164
69966,9673,1,8610000US43201,421482,619,2017,43201
69974,5170,1,8610000US43202,233578,295,2017,43202
69980,1145,1,8610000US43203,38252,111,2017,43203
69985,10148,1,8610000US43204,492403,591,2017,43204
69993,13783,1,8610000US43205,730155,254,2017,43205
70004,6326,1,8610000US43206,254466,407,2017,43206
70010,18373,1,8610000US43207,824548,786,2017,43207
70019,7024,1,8610000US43209,214902,471,2017,43209
70032,3270,1,8610000US43211,130288,200,2017,43211
70038,17675,1,8610000US43212,785618,899,2017,43212
70048,16617,1,8610000US43213,615964,897,2017,43213
70056,19507,1,8610000US43214,1130606,822,2017,43214
70064,71496,1,8610000US43215,5366174,2596,2017,43215
70071,1752,1,8610000US43216,112453,23,2017,43216
70078,1293,1,8610000US43217,65130,42,2017,43217
70083,121,1,8610000US43218,6857,9,2017,43218
70085,53215,1,8610000US43219,3178395,1251,2017,43219
70096,10831,1,8610000US43220,497302,850,2017,43220
70103,6793,1,8610000US43221,269502,659,2017,43221
70109,4559,1,8610000US43222,226442,153,2017,43222
70117,7287,1,8610000US43223,294397,375,2017,43223
70123,4854,1,8610000US43224,131268,413,2017,43224
70131,3083,1,8610000US43227,104855,192,2017,43227
70138,37592,1,8610000US43228,1768856,1294,2017,43228
70148,22047,1,8610000US43229,827891,1114,2017,43229
70156,24381,1,8610000US43230,1095410,1216,2017,43230
70162,11468,1,8610000US43231,458580,510,2017,43231
70170,9986,1,8610000US43232,335439,571,2017,43232
70179,20296,1,8610000US43235,873001,1107,2017,43235
70187,24,1,8610000US43236,725,3,2017,43236
70188,24276,1,8610000US43240,1680205,602,2017,43240
70197,135,1,8610000US43301,8522,11,2017,43301
70200,20083,1,8610000US43302,761464,991,2017,43302
70208,141,1,8610000US43310,4331,40,2017,43310
70212,7045,1,8610000US43311,249187,464,2017,43311
70221,1075,1,8610000US43315,49484,57,2017,43315
70225,2223,1,8610000US43316,117325,93,2017,43316
70231,67,1,8610000US43317,2315,7,2017,43317
70233,118,1,8610000US43318,4798,30,2017,43318
