,ZCTA,n_households,med_income,population,density,city,state_id,state_name,lat,lng,Unnamed: 0,EMP,EMPSZES,GEO_ID,PAYANN,ESTAB,YEAR,zip code
2697,11430,0,80464,198,10.2,Jamaica,NY,New York,40.6474,-73.78627,16013,34641,1,8610000US11430,2287727,309,2017,11430
2698,11432,18390,52975,62053,10923.4,Jamaica,NY,New York,40.71533,-73.79306,16025,15460,1,8610000US11432,666825,1370,2017,11432
2699,11433,10423,48795,36489,8145.6,Jamaica,NY,New York,40.69818,-73.78687,16033,3594,1,8610000US11433,162802,334,2017,11433
2700,11434,20993,60702,65791,6985.1,Jamaica,NY,New York,40.67677,-73.77627,16039,12406,1,8610000US11434,550935,993,2017,11434
2701,11435,18795,59535,59296,13561.0,Jamaica,NY,New York,40.701409999999996,-73.80972,16051,7763,1,8610000US11435,334804,946,2017,11435
2702,11436,5628,69259,20077,8736.8,Jamaica,NY,New York,40.67577,-73.79672,16058,974,1,8610000US11436,33288,129,2017,11436
2703,11451,0,69259,0,0.0,Jamaica,NY,New York,40.7012,-73.79596,16068,59,1,8610000US11451,1227,4,2017,11451
2704,11501,7543,90007,19393,3607.1,Mineola,NY,New York,40.746340000000004,-73.6389,16069,20276,1,8610000US11501,1390078,1246,2017,11501
2705,11507,2325,118807,7286,2649.8,Albertson,NY,New York,40.77091,-73.65235,16076,2191,1,8610000US11507,107314,323,2017,11507
2706,11509,882,140714,2153,1216.4,Atlantic Beach,NY,New York,40.588809999999995,-73.72854,16082,477,1,8610000US11509,26571,70,2017,11509
2707,11510,10712,102810,33484,3045.1,Baldwin,NY,New York,40.65019,-73.60805,16086,4274,1,8610000US11510,128898,761,2017,11510
2708,11514,1672,88455,4597,2011.3,Carle Place,NY,New York,40.74989,-73.61247,16099,5103,1,8610000US11514,186551,402,2017,11514
2709,11516,2192,98696,7670,3336.4,Cedarhurst,NY,New York,40.62578,-73.72669,16101,3165,1,8610000US11516,131892,582,2017,11516
2710,11518,3891,92682,10101,2964.1,East Rockaway,NY,New York,40.63758,-73.66679,16108,1271,1,8610000US11518,48427,268,2017,11518
2711,11520,13759,71423,43408,3335.4,Freeport,NY,New York,40.650059999999996,-73.5829,16113,11604,1,8610000US11520,483187,1281,2017,11520
2712,11530,9321,151809,28454,1484.5,Garden City,NY,New York,40.72738,-73.63726,16120,38455,1,8610000US11530,2110422,2231,2017,11530
2713,11542,9742,75685,27773,1601.7,Glen Cove,NY,New York,40.87093,-73.6289,16130,8346,1,8610000US11542,399809,930,2017,11542
2714,11545,4369,149174,12390,405.9,Glen Head,NY,New York,40.827040000000004,-73.58901999999999,16137,5490,1,8610000US11545,268750,444,2017,11545
2715,11547,254,96250,776,704.0,Glenwood Landing,NY,New York,40.830729999999996,-73.64435,16143,149,1,8610000US11547,7875,41,2017,11547
2716,11548,522,123056,2963,1172.2,Greenvale,NY,New York,40.814640000000004,-73.60681,16148,6154,1,8610000US11548,281352,197,2017,11548
2717,11550,16355,59580,57652,5115.7,Hempstead,NY,New York,40.70173,-73.62007,16154,13933,1,8610000US11550,559063,1254,2017,11550
2718,11552,7285,108628,25178,2668.1,West Hempstead,NY,New York,40.69231,-73.65128,16166,4475,1,8610000US11552,187649,649,2017,11552
2719,11553,6285,69914,25869,2862.0,Uniondale,NY,New York,40.70673,-73.59206,16172,9069,1,8610000US11553,583818,496,2017,11553
2720,11554,12196,94513,37358,2355.8,East Meadow,NY,New York,40.719609999999996,-73.56021,16181,11791,1,8610000US11554,675442,984,2017,11554
2721,11556,0,94513,0,102.5,Uniondale,NY,New York,40.7197,-73.58377,16190,2981,1,8610000US11556,269594,153,2017,11556
2722,11557,2643,116754,7480,1494.2,Hewlett,NY,New York,40.6374,-73.69198,16198,3488,1,8610000US11557,175193,454,2017,11557
2723,11558,2919,89715,8217,2173.3,Island Park,NY,New York,40.60481,-73.64927,16205,2985,1,8610000US11558,188910,314,2017,11558
2724,11559,2677,106597,8181,757.7,Lawrence,NY,New York,40.60651,-73.7173,16210,5106,1,8610000US11559,246065,459,2017,11559
2725,11560,2260,116875,6365,332.7,Locust Valley,NY,New York,40.880590000000005,-73.59022,16218,1797,1,8610000US11560,98866,323,2017,11560
2726,11561,16131,89050,37662,3688.2,Long Beach,NY,New York,40.58937,-73.64805,16226,5665,1,8610000US11561,235000,879,2017,11561
2727,11563,8006,91042,21965,3650.8,Lynbrook,NY,New York,40.65726,-73.67368,16233,9335,1,8610000US11563,470984,920,2017,11563
2728,11565,3233,108656,8696,3005.8,Malverne,NY,New York,40.6751,-73.67161999999999,16240,786,1,8610000US11565,29624,178,2017,11565
2729,11566,11225,142862,33401,2506.8,Merrick,NY,New York,40.663129999999995,-73.55413,16245,6466,1,8610000US11566,269730,1075,2017,11566
2730,11568,1044,175833,4704,196.8,Old Westbury,NY,New York,40.78694,-73.5965,16253,2515,1,8610000US11568,112535,117,2017,11568
2731,11569,475,130547,1080,1383.4,Point Lookout,NY,New York,40.589729999999996,-73.58248,16259,242,1,8610000US11569,8145,40,2017,11569
2732,11570,10100,107111,27722,2796.1,Rockville Centre,NY,New York,40.66572,-73.63849,16264,16645,1,8610000US11570,757111,1204,2017,11570
2733,11572,10222,109944,29846,2480.3,Oceanside,NY,New York,40.63232,-73.63685,16274,11830,1,8610000US11572,562313,1119,2017,11572
2734,11575,4293,79232,16546,3528.6,Roosevelt,NY,New York,40.68046,-73.5853,16281,1865,1,8610000US11575,61075,207,2017,11575
2735,11576,4662,158125,12099,1050.0,Roslyn,NY,New York,40.798429999999996,-73.64766,16284,8238,1,8610000US11576,627682,515,2017,11576
2736,11577,4298,126830,12808,1563.4,Roslyn Heights,NY,New York,40.78327,-73.63884,16289,4051,1,8610000US11577,236920,555,2017,11577
2737,11579,1961,115822,5209,1738.6,Sea Cliff,NY,New York,40.84401,-73.64418,16301,986,1,8610000US11579,45971,183,2017,11579
2738,11580,13242,103475,43714,3971.8,Valley Stream,NY,New York,40.67495,-73.70356,16305,10506,1,8610000US11580,489044,1080,2017,11580
2739,11581,6838,104795,21275,2947.4,Valley Stream,NY,New York,40.651540000000004,-73.71648,16311,14863,1,8610000US11581,451741,711,2017,11581
2740,11590,14156,101095,46560,2654.2,Westbury,NY,New York,40.755390000000006,-73.57462,16323,24179,1,8610000US11590,1223274,1686,2017,11590
2741,11596,3604,116250,10561,3036.5,Williston Park,NY,New York,40.75972,-73.64239,16332,2376,1,8610000US11596,95826,398,2017,11596
2742,11598,3896,140573,13715,2583.8,Woodmere,NY,New York,40.63093,-73.71163,16335,2849,1,8610000US11598,131523,465,2017,11598
2743,11691,20155,42434,67094,8420.2,Far Rockaway,NY,New York,40.60138,-73.76105,16345,11359,1,8610000US11691,446597,519,2017,11691
2744,11692,6417,45816,20991,7140.0,Arverne,NY,New York,40.59369,-73.79231,16352,1541,1,8610000US11692,61627,103,2017,11692
2745,11693,4767,57443,12919,4665.8,Far Rockaway,NY,New York,40.5965,-73.81676,16358,1270,1,8610000US11693,39983,146,2017,11693
2746,11694,8319,77547,21354,5896.8,Rockaway Park,NY,New York,40.57775,-73.84385999999999,16364,2352,1,8610000US11694,83089,337,2017,11694
2747,11697,1398,99792,3540,606.8,Breezy Point,NY,New York,40.55952,-73.90648,16370,357,1,8610000US11697,19622,52,2017,11697
2748,11701,8463,80563,28149,2241.6,Amityville,NY,New York,40.681999999999995,-73.41259000000001,16375,13633,1,8610000US11701,739867,787,2017,11701
2749,11702,4963,118708,13788,614.8,Babylon,NY,New York,40.656,-73.31681999999999,16384,5533,1,8610000US11702,207873,575,2017,11702
2750,11703,5429,94407,15952,2035.3,North Babylon,NY,New York,40.73294,-73.32562,16391,2439,1,8610000US11703,80866,330,2017,11703
2751,11704,12647,84448,40285,1924.7,West Babylon,NY,New York,40.71694,-73.35898,16397,11520,1,8610000US11704,558546,1141,2017,11704
2752,11705,2696,106474,7565,870.4,Bayport,NY,New York,40.74517,-73.05508,16404,2362,1,8610000US11705,108463,248,2017,11705
2753,11706,18712,84405,68773,1417.1,Bay Shore,NY,New York,40.721709999999995,-73.2508,16411,25075,1,8610000US11706,1131265,1654,2017,11706
2754,11709,2472,102722,6708,1703.9,Bayville,NY,New York,40.90688,-73.5597,16420,1056,1,8610000US11709,38525,147,2017,11709
2755,11710,11474,122627,34237,2725.8,Bellmore,NY,New York,40.67212,-73.5329,16427,8932,1,8610000US11710,301201,1129,2017,11710
2756,11713,3211,72569,9710,805.7,Bellport,NY,New York,40.77499,-72.94319,16433,3461,1,8610000US11713,140957,246,2017,11713
2757,11714,7673,105011,22714,2025.1,Bethpage,NY,New York,40.742540000000005,-73.48606,16440,12418,1,8610000US11714,970251,733,2017,11714
2758,11715,1581,117313,4832,1083.8,Blue Point,NY,New York,40.750029999999995,-73.03516,16448,577,1,8610000US11715,19797,114,2017,11715
2759,11716,3632,83000,9957,473.1,Bohemia,NY,New York,40.77126,-73.12695,16453,16297,1,8610000US11716,1008882,1078,2017,11716
2760,11717,13587,74202,63054,2150.3,Brentwood,NY,New York,40.78382,-73.25227,16459,14087,1,8610000US11717,644026,855,2017,11717
2761,11718,1116,123152,3069,1283.4,Brightwaters,NY,New York,40.71886,-73.26388,16467,818,1,8610000US11718,38076,99,2017,11718
2762,11719,1124,82083,3604,229.0,Brookhaven,NY,New York,40.78072,-72.91072,16472,2068,1,8610000US11719,87888,107,2017,11719
2763,11720,8816,97682,28556,1380.0,Centereach,NY,New York,40.87035,-73.08219,16477,6230,1,8610000US11720,188457,589,2017,11720
2764,11721,2264,123333,6086,975.7,Centerport,NY,New York,40.89359,-73.36994,16487,647,1,8610000US11721,27105,159,2017,11721
2765,11722,9468,68588,32524,1863.4,Central Islip,NY,New York,40.78306,-73.19491,16492,5279,1,8610000US11722,220845,553,2017,11722
2766,11724,1049,207656,3160,322.1,Cold Spring Harbor,NY,New York,40.865320000000004,-73.45289,16500,1290,1,8610000US11724,82083,117,2017,11724
2767,11725,9903,119503,29578,1154.7,Commack,NY,New York,40.84049,-73.2808,16505,16469,1,8610000US11725,742430,1241,2017,11725
2768,11726,5835,71418,20558,3035.7,Copiague,NY,New York,40.67884,-73.39565999999999,16513,5067,1,8610000US11726,202515,519,2017,11726
2769,11727,10910,79302,29823,1230.4,Coram,NY,New York,40.882059999999996,-73.00401,16520,3417,1,8610000US11727,110562,443,2017,11727
2770,11729,8939,86124,27419,1727.4,Deer Park,NY,New York,40.76279,-73.32177,16526,14573,1,8610000US11729,616119,1420,2017,11729
2771,11730,4361,119826,13860,742.7,East Islip,NY,New York,40.717490000000005,-73.17397,16534,3619,1,8610000US11730,124527,432,2017,11730
2772,11731,10136,106854,30357,1389.6,East Northport,NY,New York,40.86267,-73.31694,16541,6552,1,8610000US11731,226524,886,2017,11731
2773,11732,1422,111000,3764,865.9,East Norwich,NY,New York,40.84467,-73.53674000000001,16548,680,1,8610000US11732,32350,124,2017,11732
2774,11733,5613,147330,16545,619.8,East Setauket,NY,New York,40.93764,-73.10594,16554,6916,1,8610000US11733,1739503,650,2017,11733
2775,11735,11414,102500,33454,1186.3,Farmingdale,NY,New York,40.731590000000004,-73.4327,16562,36547,1,8610000US11735,2046085,2035,2017,11735
2776,11738,5183,97583,17352,1277.0,Farmingville,NY,New York,40.83821,-73.03811999999999,16570,3076,1,8610000US11738,124344,378,2017,11738
2777,11739,321,135781,1027,587.6,Great River,NY,New York,40.72955,-73.16056,16577,979,1,8610000US11739,70395,36,2017,11739
2778,11740,3175,102455,9070,984.4,Greenlawn,NY,New York,40.86529,-73.36138000000001,16583,2055,1,8610000US11740,142650,268,2017,11740
2779,11741,9024,99308,27149,1428.4,Holbrook,NY,New York,40.79488,-73.07032,16588,7046,1,8610000US11741,333765,800,2017,11741
2780,11742,4554,94595,12566,1024.3,Holtsville,NY,New York,40.81007,-73.04143,16596,5869,1,8610000US11742,360568,331,2017,11742
2781,11743,15132,119133,41938,642.8,Huntington,NY,New York,40.881240000000005,-73.42679,16603,16890,1,8610000US11743,876292,2012,2017,11743
2782,11746,20740,107221,68491,1084.5,Huntington Station,NY,New York,40.81438,-73.36095,16610,17017,1,8610000US11746,746024,1951,2017,11746
2783,11747,7070,119876,18922,581.3,Melville,NY,New York,40.78412,-73.40975,16619,50562,1,8610000US11747,4383824,1996,2017,11747
2784,11749,982,90966,3345,592.0,Islandia,NY,New York,40.80676,-73.17087,16629,10804,1,8610000US11749,588692,407,2017,11749
2785,11751,5067,95975,14559,1436.4,Islip,NY,New York,40.72998,-73.21426,16636,3265,1,8610000US11751,121168,377,2017,11751
2786,11752,2954,94593,9564,991.1,Islip Terrace,NY,New York,40.75671,-73.17481,16643,1014,1,8610000US11752,38800,191,2017,11752
2787,11753,4253,166272,12596,1196.1,Jericho,NY,New York,40.78996,-73.54011,16646,11366,1,8610000US11753,911737,1015,2017,11753
2788,11754,6613,100822,18086,992.5,Kings Park,NY,New York,40.887679999999996,-73.24739,16654,3005,1,8610000US11754,125920,399,2017,11754
2789,11755,4167,103574,12510,1473.3,Lake Grove,NY,New York,40.8582,-73.11723,16663,6024,1,8610000US11755,152290,424,2017,11755
2790,11756,13479,108999,43099,2991.6,Levittown,NY,New York,40.72544,-73.51656,16669,7875,1,8610000US11756,242284,820,2017,11756
2791,11757,14550,84727,44115,2608.7,Lindenhurst,NY,New York,40.68875,-73.37348,16677,9069,1,8610000US11757,332974,1163,2017,11757
2792,11758,18449,111189,53424,1891.0,Massapequa,NY,New York,40.66826,-73.4585,16684,11036,1,8610000US11758,390563,1430,2017,11758
2793,11762,7358,124220,22606,2821.6,Massapequa Park,NY,New York,40.68206,-73.44668,16690,3621,1,8610000US11762,108650,466,2017,11762
2794,11763,9316,82543,29018,795.7,Medford,NY,New York,40.82585,-72.98331,16696,9399,1,8610000US11763,403355,752,2017,11763
2795,11764,4187,120063,12723,555.3,Miller Place,NY,New York,40.93594,-72.97548,16704,2225,1,8610000US11764,75358,382,2017,11764
2796,11765,247,206250,723,116.3,Mill Neck,NY,New York,40.88329,-73.55796,16710,328,1,8610000US11765,16389,27,2017,11765
2797,11766,4207,112953,12414,791.4,Mount Sinai,NY,New York,40.93582,-73.0165,16712,1846,1,8610000US11766,62480,365,2017,11766
2798,11767,4996,120230,15783,1342.3,Nesconset,NY,New York,40.84388,-73.14474,16718,3308,1,8610000US11767,116181,361,2017,11767
2799,11768,7959,122080,21158,559.6,Northport,NY,New York,40.91062,-73.32621,16726,6228,1,8610000US11768,380995,735,2017,11768
2800,11769,3367,89673,8706,866.2,Oakdale,NY,New York,40.73619,-73.1309,16732,4229,1,8610000US11769,110190,266,2017,11769
2801,11770,23,98750,57,121.5,Ocean Beach,NY,New York,40.645790000000005,-73.15658,16747,191,1,8610000US11770,14017,67,2017,11770
2802,11771,3649,122589,9500,361.0,Oyster Bay,NY,New York,40.86683,-73.52591,16739,3378,1,8610000US11771,180719,460,2017,11771
2803,11772,17022,70618,45964,1070.5,Patchogue,NY,New York,40.760979999999996,-72.98706999999999,16750,15724,1,8610000US11772,670821,1336,2017,11772
2804,11776,7899,97068,24666,1358.7,Port Jefferson Station,NY,New York,40.91361,-73.04635999999999,16757,5433,1,8610000US11776,198717,690,2017,11776
2805,11777,3421,106840,8951,792.5,Port Jefferson,NY,New York,40.95169,-73.06468000000001,16764,8502,1,8610000US11777,477083,486,2017,11777
2806,11778,4165,93677,11641,717.1,Rocky Point,NY,New York,40.9433,-72.93001,16770,2265,1,8610000US11778,78747,361,2017,11778
2807,11779,12660,91486,38063,1182.8,Ronkonkoma,NY,New York,40.81279,-73.1153,16777,18540,1,8610000US11779,1043632,1483,2017,11779
2808,11780,5410,114423,15753,518.9,Saint James,NY,New York,40.89219,-73.16953000000001,16785,5223,1,8610000US11780,222633,541,2017,11780
2809,11782,5290,108679,14915,1100.2,Sayville,NY,New York,40.73748,-73.08116,16792,3779,1,8610000US11782,136961,540,2017,11782
2810,11783,6960,124861,21265,2317.9,Seaford,NY,New York,40.67767,-73.49061999999999,16799,3765,1,8610000US11783,137105,517,2017,11783
2811,11784,7981,87379,24992,1741.8,Selden,NY,New York,40.86893,-73.04128,16805,3279,1,8610000US11784,98031,477,2017,11784
2812,11786,1938,126625,6111,425.6,Shoreham,NY,New York,40.94462,-72.88515,16812,912,1,8610000US11786,33166,135,2017,11786
2813,11787,12006,122917,34099,919.6,Smithtown,NY,New York,40.853390000000005,-73.21033,16816,15287,1,8610000US11787,657812,1456,2017,11787
2814,11788,5548,108074,16228,755.2,Hauppauge,NY,New York,40.81808,-73.21327,16824,36505,1,8610000US11788,2390311,1514,2017,11788
2815,11789,2863,81761,8380,1791.5,Sound Beach,NY,New York,40.95756,-72.97215,16833,247,1,8610000US11789,6890,88,2017,11789
2816,11790,4529,135197,17694,997.8,Stony Brook,NY,New York,40.90681,-73.12758000000001,16837,4743,1,8610000US11790,299215,458,2017,11790
2817,11791,8275,163801,26121,746.3,Syosset,NY,New York,40.82837,-73.50435999999999,16844,19303,1,8610000US11791,1145109,1298,2017,11791
