,ZCTA,n_households,med_income,population,density,city,state_id,state_name,lat,lng,Unnamed: 0,EMP,EMPSZES,GEO_ID,PAYANN,ESTAB,YEAR,zip code
15724,51645,112,101250,330,2.4,Imogene,IA,Iowa,40.88192,-95.4326,86540,14,1,8610000US51645,210,5,2017,51645
15725,51646,345,55046,716,4.7,New Market,IA,Iowa,40.74654,-94.87586,86542,181,1,8610000US51646,10076,11,2017,51646
15726,51648,93,74107,249,2.0,Percival,IA,Iowa,40.73376,-95.80879,86544,174,1,8610000US51648,4605,10,2017,51648
15727,51650,160,56875,352,4.9,Riverton,IA,Iowa,40.66665,-95.55374,86547,6,1,8610000US51650,170,5,2017,51650
15728,51652,663,57599,1631,9.0,Sidney,IA,Iowa,40.7703,-95.62756999999999,86550,221,1,8610000US51652,6318,46,2017,51652
15729,51653,621,65195,1562,15.4,Tabor,IA,Iowa,40.884209999999996,-95.67204,86554,153,1,8610000US51653,4380,27,2017,51653
15730,51654,189,67938,432,3.9,Thurman,IA,Iowa,40.83125,-95.76454,86557,13,1,8610000US51654,229,7,2017,51654
15731,52001,17514,47404,43502,636.9,Dubuque,IA,Iowa,42.544979999999995,-90.6938,86559,23956,1,8610000US52001,1129869,1053,2017,52001
15732,52002,6384,71742,16729,194.9,Dubuque,IA,Iowa,42.52478,-90.77322,86569,11715,1,8610000US52002,428466,593,2017,52002
15733,52003,5367,69902,13555,92.0,Dubuque,IA,Iowa,42.43441,-90.67522,86577,8493,1,8610000US52003,344074,475,2017,52003
15734,52031,2177,58347,5111,11.8,Bellevue,IA,Iowa,42.24885,-90.4886,86593,996,1,8610000US52031,34419,131,2017,52031
15735,52032,550,82500,1614,5.3,Bernard,IA,Iowa,42.291090000000004,-90.84194000000001,86599,34,1,8610000US52032,1485,22,2017,52032
15736,52033,1265,60638,3172,12.7,Cascade,IA,Iowa,42.27904,-91.00121,86601,1022,1,8610000US52033,43819,104,2017,52033
15737,52035,464,62750,1006,7.3,Colesburg,IA,Iowa,42.66073,-91.19094,86606,70,1,8610000US52035,2748,10,2017,52035
15738,52037,470,55893,1070,6.9,Delmar,IA,Iowa,41.96713,-90.62862,86608,53,1,8610000US52037,1557,17,2017,52037
15739,52038,208,69688,653,6.4,Dundee,IA,Iowa,42.585609999999996,-91.55823000000001,86610,23,1,8610000US52038,494,6,2017,52038
15740,52039,357,88068,935,12.7,Durango,IA,Iowa,42.53921,-90.86095,86612,121,1,8610000US52039,4402,19,2017,52039
15741,52040,2306,62750,5718,35.1,Dyersville,IA,Iowa,42.50813,-91.13597,86615,3448,1,8610000US52040,133446,255,2017,52040
15742,52041,694,62738,1839,10.4,Earlville,IA,Iowa,42.5061,-91.25694,86623,266,1,8610000US52041,9849,34,2017,52041
15743,52042,611,49495,1606,12.4,Edgewood,IA,Iowa,42.68119,-91.36803,86626,668,1,8610000US52042,21486,52,2017,52042
15744,52043,1018,54444,2158,9.0,Elkader,IA,Iowa,42.84522,-91.41923,86632,1145,1,8610000US52043,52841,111,2017,52043
15745,52045,893,66250,2478,20.9,Epworth,IA,Iowa,42.460879999999996,-90.93757,86638,358,1,8610000US52045,15273,41,2017,52045
15746,52046,861,68963,2586,17.8,Farley,IA,Iowa,42.43835,-91.01309,86642,776,1,8610000US52046,37006,59,2017,52046
15747,52047,283,53355,700,6.4,Farmersburg,IA,Iowa,42.96553,-91.34993,86645,8,1,8610000US52047,125,4,2017,52047
15748,52048,173,49219,387,3.9,Garber,IA,Iowa,42.74215,-91.25725,86647,4,1,8610000US52048,46,3,2017,52048
15749,52049,620,56705,1470,7.1,Garnavillo,IA,Iowa,42.88544,-91.20424,86649,715,1,8610000US52049,29630,47,2017,52049
15750,52050,215,64375,479,6.1,Greeley,IA,Iowa,42.60481,-91.33471,86656,10,1,8610000US52050,302,6,2017,52050
15751,52052,1330,42941,3081,13.6,Guttenberg,IA,Iowa,42.74045,-91.11954,86658,1027,1,8610000US52052,27683,97,2017,52052
15752,52053,408,69500,1132,7.6,Holy Cross,IA,Iowa,42.61164,-90.96506,86664,102,1,8610000US52053,2285,20,2017,52053
15753,52054,353,78750,908,6.8,La Motte,IA,Iowa,42.305409999999995,-90.6271,86667,92,1,8610000US52054,3824,28,2017,52054
15754,52057,3247,58949,7670,22.7,Manchester,IA,Iowa,42.48979,-91.45472,86673,4378,1,8610000US52057,183190,281,2017,52057
15755,52060,3756,46917,8402,21.2,Maquoketa,IA,Iowa,42.103359999999995,-90.68143,86680,3402,1,8610000US52060,104335,270,2017,52060
15756,52064,384,60469,943,8.0,Miles,IA,Iowa,42.08862,-90.31241,86688,45,1,8610000US52064,1308,15,2017,52064
15757,52065,449,49509,1020,8.6,New Vienna,IA,Iowa,42.58299,-91.10624,86691,127,1,8610000US52065,5457,21,2017,52065
15758,52068,1531,91534,4385,32.6,Peosta,IA,Iowa,42.42289,-90.81718000000001,86695,2071,1,8610000US52068,85642,97,2017,52068
15759,52069,652,53167,1495,12.1,Preston,IA,Iowa,42.05839,-90.43244,86703,331,1,8610000US52069,11592,45,2017,52069
15760,52070,392,52609,903,8.8,Sabula,IA,Iowa,42.0816,-90.2185,86707,67,1,8610000US52070,2165,19,2017,52070
15761,52072,111,60375,262,4.4,Saint Olaf,IA,Iowa,42.92198,-91.3778,86713,89,1,8610000US52072,2091,7,2017,52072
15762,52073,500,83750,1346,11.1,Sherrill,IA,Iowa,42.62514,-90.82169,86714,86,1,8610000US52073,1711,27,2017,52073
15763,52074,145,27434,380,3.9,Spragueville,IA,Iowa,42.109429999999996,-90.47243,86716,8,1,8610000US52074,257,4,2017,52074
15764,52076,942,50174,2246,9.1,Strawberry Point,IA,Iowa,42.69982,-91.51016,86719,618,1,8610000US52076,29875,77,2017,52076
15765,52077,159,62656,342,4.8,Volga,IA,Iowa,42.82248,-91.55696,86726,10,1,8610000US52077,523,6,2017,52077
15766,52078,281,67292,647,8.6,Worthington,IA,Iowa,42.394659999999995,-91.11605,86728,113,1,8610000US52078,5137,23,2017,52078
15767,52079,408,53095,870,5.1,Zwingle,IA,Iowa,42.28552,-90.71624,86732,27,1,8610000US52079,1298,6,2017,52079
15768,52101,5034,63306,13580,17.2,Decorah,IA,Iowa,43.35368,-91.76474,86734,8510,1,8610000US52101,286950,479,2017,52101
15769,52132,860,53667,1837,12.3,Calmar,IA,Iowa,43.20617,-91.92324,86742,313,1,8610000US52132,10260,49,2017,52132
15770,52134,176,40781,344,3.7,Chester,IA,Iowa,43.469570000000004,-92.41122,86745,31,1,8610000US52134,997,9,2017,52134
15771,52135,331,41875,693,12.8,Clermont,IA,Iowa,43.0194,-91.66828000000001,86747,127,1,8610000US52135,4710,23,2017,52135
15772,52136,2486,51608,5823,10.8,Cresco,IA,Iowa,43.37403,-92.1112,86750,2302,1,8610000US52136,73972,174,2017,52136
15773,52140,284,43200,666,2.6,Dorchester,IA,Iowa,43.44339,-91.53665,86756,16,1,8610000US52140,527,11,2017,52140
15774,52141,624,55789,1372,6.6,Elgin,IA,Iowa,42.93932,-91.63083,86758,227,1,8610000US52141,9129,43,2017,52141
15775,52142,543,42750,1763,9.9,Fayette,IA,Iowa,42.82875,-91.7916,86762,1327,1,8610000US52142,25680,52,2017,52142
15776,52144,547,58438,1334,6.5,Fort Atkinson,IA,Iowa,43.139140000000005,-91.96242,86767,208,1,8610000US52144,8710,34,2017,52144
15777,52146,460,50114,896,5.1,Harpers Ferry,IA,Iowa,43.189659999999996,-91.19788,86771,40,1,8610000US52146,988,12,2017,52146
15778,52147,468,62667,1102,5.6,Hawkeye,IA,Iowa,42.95107,-91.96285999999999,86774,101,1,8610000US52147,2691,26,2017,52147
15779,52151,801,50313,1709,6.9,Lansing,IA,Iowa,43.3439,-91.27788000000001,86777,469,1,8610000US52151,16768,59,2017,52151
15780,52154,416,53514,843,5.2,Lawler,IA,Iowa,43.12251,-92.16526,86782,197,1,8610000US52154,7647,30,2017,52154
15781,52155,536,48750,1473,4.8,Lime Springs,IA,Iowa,43.41478,-92.29668000000001,86785,172,1,8610000US52155,8259,28,2017,52155
15782,52157,861,42216,1787,12.5,Mc Gregor,IA,Iowa,43.01876,-91.23439,86791,163,1,8610000US52157,4015,39,2017,52157
15783,52158,122,38750,238,103.4,Marquette,IA,Iowa,43.04387,-91.18663000000001,86794,345,1,8610000US52158,9924,14,2017,52158
15784,52159,1026,53558,2252,11.8,Monona,IA,Iowa,43.07795,-91.35865,86797,592,1,8610000US52159,19367,76,2017,52159
15785,52160,452,46875,918,8.4,New Albin,IA,Iowa,43.465990000000005,-91.36386,86802,99,1,8610000US52160,3683,21,2017,52160
15786,52161,665,60875,1416,10.7,Ossian,IA,Iowa,43.12957,-91.75713,86805,379,1,8610000US52161,17000,40,2017,52161
15787,52162,1292,41116,3551,12.7,Postville,IA,Iowa,43.10757,-91.55163,86810,1199,1,8610000US52162,53665,78,2017,52162
15788,52163,133,45750,308,60.0,Protivin,IA,Iowa,43.21975,-92.10311999999999,86815,150,1,8610000US52163,4782,16,2017,52163
15789,52165,326,57115,654,5.8,Ridgeway,IA,Iowa,43.30679,-91.98342,86820,93,1,8610000US52165,3005,13,2017,52165
15790,52166,52,50000,107,210.6,Saint Lucas,IA,Iowa,43.06592,-91.93343,86823,52,1,8610000US52166,1391,6,2017,52166
15791,52168,111,41042,244,451.4,Spillville,IA,Iowa,43.20534,-91.95217,86825,54,1,8610000US52168,1928,11,2017,52168
15792,52169,158,66250,332,5.6,Wadena,IA,Iowa,42.85318,-91.66429000000001,86827,28,1,8610000US52169,479,9,2017,52169
15793,52170,202,59375,549,5.0,Waterville,IA,Iowa,43.22394,-91.30523000000001,86829,15,1,8610000US52170,316,8,2017,52170
15794,52171,321,61534,879,5.1,Waucoma,IA,Iowa,43.073640000000005,-92.051,86831,195,1,8610000US52171,9780,30,2017,52171
15795,52172,2644,49228,5985,15.4,Waukon,IA,Iowa,43.2708,-91.48449000000001,86835,2007,1,8610000US52172,68855,208,2017,52172
15796,52175,1589,49250,3522,15.5,West Union,IA,Iowa,42.993959999999994,-91.82562,86842,1289,1,8610000US52175,42914,127,2017,52175
15797,52201,510,77344,1503,7.4,Ainsworth,IA,Iowa,41.33233,-91.54614000000001,86846,50,1,8610000US52201,854,20,2017,52201
15798,52202,344,80972,1028,17.6,Alburnett,IA,Iowa,42.157790000000006,-91.63779,86849,170,1,8610000US52202,7664,32,2017,52202
15799,52203,831,68958,2036,16.3,Amana,IA,Iowa,41.81228,-91.88649000000001,86852,522,1,8610000US52203,15593,65,2017,52203
15800,52205,3394,53500,8874,28.1,Anamosa,IA,Iowa,42.11851,-91.28539,86858,1808,1,8610000US52205,66367,181,2017,52205
15801,52206,853,89554,2514,31.4,Atkins,IA,Iowa,41.99159,-91.88547,86864,190,1,8610000US52206,6170,36,2017,52206
15802,52207,165,52212,436,3.7,Baldwin,IA,Iowa,42.095079999999996,-90.83168,86869,15,1,8610000US52207,620,5,2017,52207
15803,52208,1345,46740,3033,21.0,Belle Plaine,IA,Iowa,41.88283,-92.25768000000001,86871,637,1,8610000US52208,22867,84,2017,52208
15804,52209,444,70938,1046,11.3,Blairstown,IA,Iowa,41.9067,-92.09937,86876,155,1,8610000US52209,6225,25,2017,52209
15805,52210,262,56250,708,7.7,Brandon,IA,Iowa,42.33983,-92.00458,86879,33,1,8610000US52210,771,8,2017,52210
15806,52211,1086,58235,2427,11.1,Brooklyn,IA,Iowa,41.76039,-92.44767,86881,1019,1,8610000US52211,55601,72,2017,52211
15807,52212,94,58235,217,4.7,Center Junction,IA,Iowa,42.10886,-91.08569,86888,7,1,8610000US52212,129,5,2017,52212
15808,52213,1521,80110,4060,22.5,Center Point,IA,Iowa,42.19785,-91.77248,86890,700,1,8610000US52213,36425,70,2017,52213
15809,52214,1478,72557,3590,12.6,Central City,IA,Iowa,42.19096,-91.50685,86895,212,1,8610000US52214,6852,49,2017,52214
15810,52215,271,55795,795,3.8,Chelsea,IA,Iowa,41.90871,-92.39556999999999,86899,14,1,8610000US52215,592,4,2017,52215
15811,52216,585,56314,1192,9.7,Clarence,IA,Iowa,41.88695,-91.04231999999999,86900,214,1,8610000US52216,7390,46,2017,52216
15812,52217,236,61250,614,3.9,Clutier,IA,Iowa,42.07999,-92.40789000000001,86903,19,1,8610000US52217,909,6,2017,52217
15813,52218,670,63670,1800,9.6,Coggon,IA,Iowa,42.29251,-91.53608,86905,92,1,8610000US52218,2698,14,2017,52218
15814,52219,85,51875,193,149.1,Prairieburg,IA,Iowa,42.237759999999994,-91.42586,86907,16,1,8610000US52219,461,3,2017,52219
15815,52220,153,64712,255,198.5,Conroy,IA,Iowa,41.72826,-91.99844,86908,45,1,8610000US52220,1549,9,2017,52220
15816,52221,103,49375,232,4.1,Guernsey,IA,Iowa,41.64197,-92.33228000000001,86910,24,1,8610000US52221,576,6,2017,52221
15817,52222,256,44167,508,3.4,Deep River,IA,Iowa,41.57307,-92.34078000000001,86912,33,1,8610000US52222,1416,12,2017,52222
15818,52223,506,56250,1418,10.7,Delhi,IA,Iowa,42.41324,-91.3243,86914,407,1,8610000US52223,12838,27,2017,52223
15819,52224,780,70172,2055,7.9,Dysart,IA,Iowa,42.1657,-92.29954000000001,86917,249,1,8610000US52224,8419,43,2017,52224
15820,52225,145,45865,261,4.9,Elberon,IA,Iowa,42.01081,-92.32688,86921,15,1,8610000US52225,530,4,2017,52225
15821,52227,1105,94408,2997,32.9,Ely,IA,Iowa,41.90017,-91.56291,86923,228,1,8610000US52227,8653,36,2017,52227
15822,52228,1209,90707,3303,28.6,Fairfax,IA,Iowa,41.90254,-91.79151,86927,256,1,8610000US52228,14497,50,2017,52228
15823,52229,285,67375,782,5.7,Garrison,IA,Iowa,42.14562,-92.16776,86932,15,1,8610000US52229,260,8,2017,52229
15824,52231,88,61429,199,3.9,Harper,IA,Iowa,41.36249,-92.05636,86934,39,1,8610000US52231,1775,7,2017,52231
15825,52232,88,53958,186,3.7,Hartwick,IA,Iowa,41.80267,-92.33594000000001,86936,8,1,8610000US52232,547,5,2017,52232
15826,52233,2915,43224,7154,768.8,Hiawatha,IA,Iowa,42.04672,-91.68689,86938,6600,1,8610000US52233,340021,335,2017,52233
15827,52235,316,50000,827,142.1,Hills,IA,Iowa,41.57221,-91.53200000000001,86945,492,1,8610000US52235,34598,17,2017,52235
15828,52236,271,80625,779,8.0,Homestead,IA,Iowa,41.73278,-91.87616,86949,36,1,8610000US52236,936,10,2017,52236
15829,52237,597,66103,1677,7.2,Hopkinton,IA,Iowa,42.34467,-91.2483,86951,185,1,8610000US52237,6194,35,2017,52237
15830,52240,14634,42741,34689,78.1,Iowa City,IA,Iowa,41.63544,-91.5016,86956,14527,1,8610000US52240,511784,1043,2017,52240
15831,52241,7914,58402,20681,615.2,Coralville,IA,Iowa,41.69867,-91.59478,86963,15127,1,8610000US52241,518446,776,2017,52241
15832,52245,9018,64577,25157,1054.3,Iowa City,IA,Iowa,41.670790000000004,-91.50766999999999,86981,6589,1,8610000US52245,316618,322,2017,52245
15833,52246,10220,46644,23517,897.5,Iowa City,IA,Iowa,41.65162,-91.56971999999999,86987,6080,1,8610000US52246,281606,320,2017,52246
15834,52247,2005,61042,5546,27.4,Kalona,IA,Iowa,41.51488,-91.71884,86994,1653,1,8610000US52247,60648,171,2017,52247
15835,52248,748,52778,1893,6.2,Keota,IA,Iowa,41.34691,-91.93583000000001,87000,276,1,8610000US52248,10197,45,2017,52248
15836,52249,447,62969,913,7.4,Keystone,IA,Iowa,42.01417,-92.20543,87004,230,1,8610000US52249,8796,28,2017,52249
15837,52251,246,69219,580,5.6,Ladora,IA,Iowa,41.70991,-92.20223,87008,25,1,8610000US52251,577,8,2017,52251
15838,52253,1303,62782,3476,26.7,Lisbon,IA,Iowa,41.89658,-91.35124,87010,285,1,8610000US52253,9929,59,2017,52253
15839,52254,362,52727,802,6.1,Lost Nation,IA,Iowa,41.95212,-90.80116,87015,49,1,8610000US52254,1466,14,2017,52254
15840,52255,573,58125,1560,10.7,Lowden,IA,Iowa,41.86365,-90.96117,87017,142,1,8610000US52255,5228,29,2017,52255
15841,52301,1555,49375,3546,12.3,Marengo,IA,Iowa,41.78839,-92.08411,87020,734,1,8610000US52301,23207,89,2017,52301
15842,52302,15925,70604,40340,192.4,Marion,IA,Iowa,42.065540000000006,-91.5706,87025,9010,1,8610000US52302,344667,761,2017,52302
15843,52305,235,68125,586,8.6,Martelle,IA,Iowa,42.01921,-91.3392,87033,47,1,8610000US52305,1070,6,2017,52305
15844,52306,710,60872,1679,9.1,Mechanicsville,IA,Iowa,41.89845,-91.25344,87035,137,1,8610000US52306,4018,24,2017,52306
15845,52309,165,49531,394,5.4,Monmouth,IA,Iowa,42.12355,-90.88873000000001,87040,20,1,8610000US52309,694,4,2017,52309
15846,52310,2671,61205,6359,16.7,Monticello,IA,Iowa,42.22068,-91.19722,87041,2392,1,8610000US52310,83523,238,2017,52310
15847,52313,139,59792,296,4.8,Mount Auburn,IA,Iowa,42.25906,-92.09498,87049,8,1,8610000US52313,270,4,2017,52313
15848,52314,1701,78894,6123,38.0,Mount Vernon,IA,Iowa,41.93381,-91.44865,87051,1947,1,8610000US52314,50308,137,2017,52314
15849,52315,528,60735,1215,16.3,Newhall,IA,Iowa,42.000890000000005,-91.97010999999999,87053,144,1,8610000US52315,4250,23,2017,52315
15850,52316,715,60795,1583,9.2,North English,IA,Iowa,41.54311,-92.08856999999999,87057,212,1,8610000US52316,5120,33,2017,52316
15851,52317,7535,81259,19769,164.5,North Liberty,IA,Iowa,41.76242,-91.63101999999999,87061,7822,1,8610000US52317,371611,381,2017,52317
15852,52320,490,49375,1251,7.9,Olin,IA,Iowa,41.997690000000006,-91.14851,87081,134,1,8610000US52320,2718,20,2017,52320
15853,52321,207,54583,426,5.2,Onslow,IA,Iowa,42.147220000000004,-90.98325,87074,18,1,8610000US52321,497,8,2017,52321
15854,52322,1199,76283,2752,10.6,Oxford,IA,Iowa,41.69112,-91.76017,87076,479,1,8610000US52322,18401,45,2017,52322
15855,52323,425,54750,944,6.6,Oxford Junction,IA,Iowa,41.98444,-90.9598,87084,15,1,8610000US52323,344,8,2017,52323
15856,52324,673,83750,2136,18.2,Palo,IA,Iowa,42.06362,-91.80536,87080,926,1,8610000US52324,75171,39,2017,52324
15857,52325,385,68021,868,8.0,Parnell,IA,Iowa,41.57949,-91.92401,87089,28,1,8610000US52325,849,13,2017,52325
15858,52326,205,47639,565,104.0,Quasqueton,IA,Iowa,42.390240000000006,-91.75731,87091,41,1,8610000US52326,862,9,2017,52326
15859,52327,1165,81518,3039,13.9,Riverside,IA,Iowa,41.47637,-91.58100999999999,87093,1099,1,8610000US52327,36500,76,2017,52327
15860,52328,1034,120875,2935,353.7,Robins,IA,Iowa,42.07155,-91.66608000000001,87099,381,1,8610000US52328,13517,43,2017,52328
15861,52329,370,65455,895,6.1,Rowley,IA,Iowa,42.357659999999996,-91.85573000000001,87103,69,1,8610000US52329,3548,15,2017,52329
15862,52330,304,61875,656,7.3,Ryan,IA,Iowa,42.34949,-91.50048000000001,87105,81,1,8610000US52330,3018,20,2017,52330
15863,52332,782,56810,2064,18.3,Shellsburg,IA,Iowa,42.09884,-91.88842,87108,138,1,8610000US52332,4265,32,2017,52332
15864,52333,2475,100181,6627,27.6,Solon,IA,Iowa,41.80621,-91.49268000000001,87111,969,1,8610000US52333,30646,127,2017,52333
15865,52335,334,40405,707,4.9,South English,IA,Iowa,41.462270000000004,-92.0638,87119,21,1,8610000US52335,683,8,2017,52335
15866,52336,982,63611,2350,18.6,Springville,IA,Iowa,42.06925,-91.43977,87122,128,1,8610000US52336,5584,24,2017,52336
15867,52337,267,52750,660,11.9,Stanwood,IA,Iowa,41.88025,-91.14202,87124,87,1,8610000US52337,2317,15,2017,52337
15868,52338,1242,99444,3693,37.6,Swisher,IA,Iowa,41.829570000000004,-91.70869,87127,354,1,8610000US52338,14261,65,2017,52338
15869,52339,1513,51083,4213,17.0,Tama,IA,Iowa,41.922959999999996,-92.58861,87132,2223,1,8610000US52339,85177,66,2017,52339
15870,52340,1164,67500,3083,50.8,Tiffin,IA,Iowa,41.70833,-91.6847,87141,357,1,8610000US52340,10835,59,2017,52340
15871,52341,428,92206,1071,32.2,Toddville,IA,Iowa,42.10383,-91.73536999999999,87145,39,1,8610000US52341,1440,12,2017,52341
15872,52342,1233,50518,3335,14.1,Toledo,IA,Iowa,42.051390000000005,-92.55781999999999,87147,990,1,8610000US52342,28623,78,2017,52342
15873,52345,575,80583,1477,173.7,Urbana,IA,Iowa,42.2342,-91.89200000000001,87154,342,1,8610000US52345,13632,25,2017,52345
15874,52346,452,59500,1390,8.0,Van Horne,IA,Iowa,42.01005,-92.08067,87157,157,1,8610000US52346,5132,34,2017,52346
15875,52347,630,57857,1312,8.5,Victor,IA,Iowa,41.71253,-92.28449,87161,792,1,8610000US52347,51913,55,2017,52347
15876,52349,2986,52414,7554,20.1,Vinton,IA,Iowa,42.17238,-92.00561,87165,1741,1,8610000US52349,56213,199,2017,52349
15877,52351,484,104643,1455,681.0,Walford,IA,Iowa,41.87788,-91.83176999999999,87170,256,1,8610000US52351,10332,32,2017,52351
15878,52352,643,70673,1538,10.0,Walker,IA,Iowa,42.28788,-91.77574,87175,94,1,8610000US52352,2803,17,2017,52352
15879,52353,3807,51678,9424,23.2,Washington,IA,Iowa,41.29842,-91.71325999999999,87178,3539,1,8610000US52353,122751,353,2017,52353
15880,52354,155,71058,360,4.9,Watkins,IA,Iowa,41.915929999999996,-91.98770999999999,87186,13,1,8610000US52354,821,5,2017,52354
15881,52356,960,65465,2691,11.4,Wellman,IA,Iowa,41.47372,-91.84517,87188,421,1,8610000US52356,15010,71,2017,52356
15882,52358,1438,67222,3525,18.6,West Branch,IA,Iowa,41.69605,-91.31919,87192,1361,1,8610000US52358,49104,84,2017,52358
15883,52359,81,39427,253,7.3,West Chester,IA,Iowa,41.358509999999995,-91.80744,87197,19,1,8610000US52359,718,8,2017,52359
15884,52361,1816,49574,4616,13.7,Williamsburg,IA,Iowa,41.6476,-92.01397,87199,2748,1,8610000US52361,100448,189,2017,52361
15885,52362,374,55000,952,6.6,Wyoming,IA,Iowa,42.0657,-90.99687,87206,117,1,8610000US52362,4066,28,2017,52362
15886,52401,981,31226,2168,656.8,Cedar Rapids,IA,Iowa,41.97541,-91.65847,87209,12011,1,8610000US52401,695096,486,2017,52401
15887,52402,17301,62216,41407,1125.0,Cedar Rapids,IA,Iowa,42.02274,-91.65977,87217,24759,1,8610000US52402,969063,1352,2017,52402
15888,52403,9714,60945,22968,348.2,Cedar Rapids,IA,Iowa,41.96875,-91.58041999999999,87225,7806,1,8610000US52403,354978,375,2017,52403
15889,52404,16190,51143,39284,265.9,Cedar Rapids,IA,Iowa,41.92378,-91.69435,87234,34196,1,8610000US52404,1368872,1186,2017,52404
15890,52405,10696,58264,25474,624.8,Cedar Rapids,IA,Iowa,41.98684,-91.74658000000001,87243,3159,1,8610000US52405,87268,270,2017,52405
15891,52411,2708,122258,8145,162.0,Cedar Rapids,IA,Iowa,42.05151,-91.72713,87259,2428,1,8610000US52411,104001,151,2017,52411
15892,52501,12138,42119,29650,51.7,Ottumwa,IA,Iowa,41.035740000000004,-92.43151,87270,13298,1,8610000US52501,519220,656,2017,52501
15893,52530,486,50536,1132,27.4,Agency,IA,Iowa,40.992329999999995,-92.29195,87278,125,1,8610000US52530,3254,20,2017,52530
15894,52531,2447,48949,5982,10.6,Albia,IA,Iowa,41.026759999999996,-92.81433,87282,1701,1,8610000US52531,54833,150,2017,52531
15895,52533,595,52026,1367,5.3,Batavia,IA,Iowa,41.01762,-92.15249,87289,44,1,8610000US52533,1094,13,2017,52533
15896,52534,122,37692,368,280.5,Beacon,IA,Iowa,41.27193,-92.68188,87291,36,1,8610000US52534,1915,5,2017,52534
15897,52535,404,48194,1063,5.9,Birmingham,IA,Iowa,40.865159999999996,-91.96051999999999,87293,39,1,8610000US52535,1781,13,2017,52535
15898,52536,491,50625,913,6.0,Blakesburg,IA,Iowa,40.95545,-92.61946999999999,87295,46,1,8610000US52536,1915,15,2017,52536
15899,52537,2656,52604,7265,7.9,Bloomfield,IA,Iowa,40.73628,-92.41218,87297,1369,1,8610000US52537,47870,164,2017,52537
15900,52540,541,50574,1281,5.6,Brighton,IA,Iowa,41.1576,-91.82221,87303,42,1,8610000US52540,1485,19,2017,52540
15901,52542,159,41146,402,3.7,Cantril,IA,Iowa,40.62798,-92.05194,87305,115,1,8610000US52542,3899,11,2017,52542
15902,52544,3270,36281,7369,22.1,Centerville,IA,Iowa,40.71759,-92.91073,87308,3266,1,8610000US52544,113957,236,2017,52544
15903,52550,198,33529,429,5.8,Delta,IA,Iowa,41.31386,-92.35996,87316,8,1,8610000US52550,101,3,2017,52550
15904,52551,219,61964,481,4.6,Douds,IA,Iowa,40.82485,-92.10191,87317,73,1,8610000US52551,1998,18,2017,52551
15905,52552,331,74063,922,5.5,Drakesville,IA,Iowa,40.83571,-92.53676999999999,87319,22,1,8610000US52552,485,5,2017,52552
15906,52553,760,54000,1892,8.1,Eddyville,IA,Iowa,41.14836,-92.65505,87321,893,1,8610000US52553,52936,32,2017,52553
15907,52554,584,43704,1346,14.8,Eldon,IA,Iowa,40.925940000000004,-92.22926,87326,139,1,8610000US52554,4905,23,2017,52554
15908,52556,5178,42064,13653,29.0,Fairfield,IA,Iowa,41.01982,-91.92903000000001,87329,6098,1,8610000US52556,250581,627,2017,52556
15909,52557,0,42064,64,732.1,Fairfield,IA,Iowa,41.02216,-91.96479000000001,87337,749,1,8610000US52557,18391,7,2017,52557
15910,52560,183,42064,347,4.7,Floris,IA,Iowa,40.85153,-92.24667,87339,10,1,8610000US52560,144,3,2017,52560
15911,52561,347,49792,944,10.7,Fremont,IA,Iowa,41.21987,-92.44621,87340,216,1,8610000US52561,9466,16,2017,52561
15912,52563,625,63040,1429,5.3,Hedrick,IA,Iowa,41.17498,-92.28314,87343,115,1,8610000US52563,3014,18,2017,52563
15913,52565,738,45952,1570,6.7,Keosauqua,IA,Iowa,40.74008,-91.94187,87347,1009,1,8610000US52565,38112,62,2017,52565
15914,52567,325,57375,760,8.4,Libertyville,IA,Iowa,40.93035,-92.07783,87352,28,1,8610000US52567,804,10,2017,52567
15915,52569,315,42417,574,2.5,Melrose,IA,Iowa,40.98568,-93.04223,87354,25,1,8610000US52569,484,10,2017,52569
15916,52570,307,47426,1104,5.4,Milton,IA,Iowa,40.68527,-92.15084,87357,76,1,8610000US52570,2608,11,2017,52570
15917,52571,635,46150,1676,5.7,Moravia,IA,Iowa,40.877140000000004,-92.83776,87359,408,1,8610000US52571,8357,42,2017,52571
15918,52572,468,36094,964,4.5,Moulton,IA,Iowa,40.67726,-92.69193,87363,55,1,8610000US52572,3336,14,2017,52572
15919,52573,42,106818,204,2.2,Mount Sterling,IA,Iowa,40.63301,-91.93873,87366,3,1,8610000US52573,143,3,2017,52573
15920,52574,351,39750,728,8.2,Mystic,IA,Iowa,40.80376,-92.96647,87368,38,1,8610000US52574,1233,6,2017,52574
15921,52576,265,31979,560,4.9,Ollie,IA,Iowa,41.21359,-92.11125,87370,50,1,8610000US52576,2407,9,2017,52576
15922,52577,6287,48228,15247,36.5,Oskaloosa,IA,Iowa,41.27193,-92.66046999999999,87372,5282,1,8610000US52577,178787,416,2017,52577
15923,52580,233,53705,654,4.7,Packwood,IA,Iowa,41.12332,-92.08762,87377,126,1,8610000US52580,6197,13,2017,52580
15924,52581,122,43125,322,3.1,Plano,IA,Iowa,40.80585,-93.06285,87380,35,1,8610000US52581,964,6,2017,52581
15925,52583,126,26500,302,2.8,Promise City,IA,Iowa,40.80037,-93.15263,87382,37,1,8610000US52583,1199,7,2017,52583
